country_code,pop_urban_agglomerations_of_more_than_1_million_percent,pop_urban_agglomerations_of_more_than_1_million,pop_in_the_largest_city,pop_density,pop_living_in_slums_percent,rural_pop_percent,rural_pop_annual_growth_percent,urban_population,urban_population_annual_growth,urban_population_percent
SWE,15.5570978654601,1582968,17.7935726248163,24.9814981218237,0.00100000004749745,12.569,-1.08052409501122,8896291,1.48815067487379,87.431
CHE,16.0996715067036,1370779,21.8161611721448,215.465350480429,,26.203,0.599369518022587,6283319,0.785417652319277,73.797
SYR,31.7537450425975,5368378,25.3314456248326,92.0671077710614,37.9000015258789,45.838,-2.38590346930841,9156781,0.277775495777377,54.162
TJK,,,35.3383647421805,65.5727141724908,26,72.866,2.24508328261513,2469421,3.01521456211187,27.134
TZA,12.5196623310045,7050867,31.7925190640248,63.5790787988259,40.0999984741211,66.224,1.89584245903373,19022085,5.14548786390949,33.776
THA,20.0552124657007,13924038,29.2867702400653,135.897206835131,23.7000007629395,50.051,-1.16993772494843,34678853,1.82633349063983,49.949
TLS,,,,85.270477471419,33.4000015258789,69.422,1.44232801992384,387720,3.17214092895255,30.578
TGO,22.1285739528519,1745744,53.0635792468487,145.046773303916,54.2999992370605,58.298,1.52388587686682,3289910,3.74927250235742,41.702
TON,,,,143.329166666667,,76.869,1.21883900604143,23870,1.00207145617146,23.131
TTO,,,73.6512793872145,270.927485380117,5.40000009536743,46.816,0.462125115375285,739182,0.377615186799853,53.184
TUN,19.807493235744,2290777,28.729411823724,74.4413233779609,8.19999980926514,31.055,0.174867288274544,7973630,1.58627763614229,68.945
TUR,36.8553458706931,30339219,23.8463704730436,106.960128893104,8.60000038146973,24.857,-0.497153955467154,61857510,2.15672688777234,75.143
TKM,,,26.8392686951391,12.4505947694337,,48.407,0.7015461662428,3018659,2.46291758371658,51.593
TCA,,,,39.6473684210526,,6.902,-2.50677767290806,35065,1.77235125267118,93.098
TUV,,,,383.6,,37.613,-1.03413537947326,7179,2.58215404379904,62.387
UGA,6.99001072931462,2986352,29.4019129075429,213.061734490325,48.2999992370605,76.226,2.96597526745715,10156999,6.18266030087073,23.774
UKR,12.1100023983407,5403788,9.55421642481087,77.0296708039151,19,30.648,-0.811692035171467,30946609,-0.313465038476151,69.352
ARE,59.9724700312814,5775924,33.4262581877277,135.609110109828,,13.478,-0.508618742246727,8332898,1.82107565694154,86.522
GBR,26.8304584761102,17831615,16.3215591907697,274.708981936924,,16.602,-0.918358004456041,55426598,0.912161082441796,83.398
USA,46.3258859113805,151340879,7.00333284743736,35.7136220923495,,17.744,-0.587352502453019,268720071,0.763339371824656,82.256
UMC,28.3610518305032,,11.9005320690176,49.3167042229663,23.7056907712296,34.4264596967038,-1.5695878766364,1859596588,1.94520262399168,65.5735403032962
URY,50.3577393551559,1736989,52.822429451808,19.7080276539824,,4.666,-1.62701414829778,3288355,0.46615015300963,95.334
UZB,7.47651876283905,2463969,14.8114402984447,77.4708509637988,52.2000007629395,49.522,1.8824811929699,16635580,1.59445249215377,50.478
VUT,,,,24.0098441345365,,74.726,2.33187784896183,73972,2.92034606351093,25.274
VEN,32.3515480238357,9339955,11.523523568177,32.7307919052208,44.0999984741211,11.792,-1.99767077181746,25465822,-1.75751576829078,88.208
VNM,16.9103812057717,16156245,23.7355376264594,308.125245912213,13.8000001907349,64.081,-0.102987884327319,34317154,2.97782069720955,35.919
VIR,,,,305.648571428571,,4.279,-2.99107827717497,102399,-0.148328887893162,95.721
PSE,,,19.3574193555803,758.984551495017,,23.836,1.40670467907508,3479999,2.88811868523477,76.164
WLD,24.0100202823131,,16.1122287366912,59.6178807531312,29.2445561511366,44.7295739607251,0.102531862340484,4195079805,1.92878651799617,55.2704260392749
YEM,9.75243877024931,2779317,26.6154649528479,53.9778529083092,66.1999969482422,63.358,1.37383409848097,10442489,4.08020880658667,36.642
ZMB,14.5451238492419,2523844,33.4209340801511,23.3414789007116,54.5999984741211,56.479,1.95247167129333,7551686,4.17297037539389,43.521
ZWE,10.4925141031059,1515016,32.5763444910973,37.3245909267158,33.5,67.791,1.45209278046374,4650663,1.32389222924462,32.209
