country_code,pop_urban_agglomerations_of_more_than_1_million_percent,pop_urban_agglomerations_of_more_than_1_million,pop_in_the_largest_city,pop_density,pop_living_in_slums_percent,rural_pop_percent,rural_pop_annual_growth_percent,urban_population,urban_population_annual_growth,urban_population_percent
FCS,17.7112735260199,,25.3393493302731,47.1192202909152,57.9537009826374,55.4924275671346,1.44120879952993,346567359,3.19944786609105,44.5075724328654
FRA,22.7643326951181,15244343,20.2356418476475,122.299437237519,,19.556,-1.18920314634855,53870058,0.480451975332608,80.444
PYF,,,,75.8685792349727,,38.166,0.43783610926408,171700,0.650333739060976,61.834
GAB,,,42.9509354824403,8.22476423332169,36.5999984741211,10.63,-1.03642971893056,1893996,3.04478422807304,89.37
GMB,,,31.2924386085219,225.30652173913,27.1000003814697,38.73,1.22915104668885,1397018,4.0478524176413,61.27
GEO,28.909669509243,1077333,49.3069864298954,65.197330207495,34.0999984741211,41.368,-1.00370378841174,2184950,0.647230647092237,58.632
DEU,9.58303125347759,7944887,5.54186916592983,237.30759674834,0.00999999977648258,22.688,0.0759898177879571,64096118,0.366515155973305,77.312
GHA,18.4905668363887,5504107,18.3654162432694,130.821429199262,30.3999996185303,43.94,0.71764061306543,16687441,3.36449369189313,56.06
GIB,,,,3371.8,,0,,33718,-0.0296533525287643,100
GRC,29.4012363128561,3155600,37.1894505281076,83.2651823118697,3,20.942,-1.78520501888517,8485202,0.220496953517559,79.058
GRL,,,,0.136491655500061,,13.184,-2.09010824057939,48637,0.0143933708494783,86.816
GRD,,,,327.805882352941,6,63.728,0.351186849425991,40427,0.822129986088672,36.272
GUM,,,,306.977777777778,,5.22,-0.645089208600075,157115,0.986937432372511,94.78
GTM,17.4411985110372,2851104,34.1622560501293,152.547125793206,31,48.946,0.839175698960119,8345772,2.33564723328312,51.054
GIN,14.8467358416306,1843121,41.0811684295341,50.5222122741332,50.0999984741211,63.86,2.29122216753871,4486535,3.79794652024178,36.14
GNB,,,68.7091177556294,66.6539473684211,74.4000015258789,56.64,1.76375269884414,812700,3.45547607315278,43.36
GUY,,,,3.95734823469647,31.1000003814697,73.394,0.394134934763426,207262,0.742878546557036,26.606
HTI,23.7051270248713,2636763,42.8834760823847,403.59854862119,65.9000015258789,44.722,-0.788559125460227,6148669,2.97438496504292,55.278
HPC,14.1460676232578,,32.1849699778551,44.8957816454125,58.4794797501346,63.9915347372492,2.04326983236143,280950435,4.12525150962479,36.0084652627508
HIC,,,19.3963866707588,34.7828915938853,,19.1400522861518,-0.499888378598897,994964231,0.674613470412027,80.8599477138482
HND,14.2168226576168,1363041,24.8998555376855,85.6870319063366,38.5999984741211,42.904,0.18870673391594,5474092,2.79258669978111,57.096
HKG,99.7032210441551,7428887,99.7032210441551,7096.19047619048,,0,,7451000,0.799050247136158,100
HUN,17.9989308033787,1759497,25.2258972556557,107.981486799956,13.6000003814697,28.649,-1.1305200093789,6974963,0.279085901553299,71.351
IBD,23.4448195343421,,12.530733278048,67.3180797474796,25.5767935166854,44.9849410490678,-0.482330134332273,2628204097,1.99864559732754,55.0150589509323
IBT,21.2954613041183,,15.234865197398,68.6892101718745,30.9928609321969,49.5769027341624,0.145549870152095,3231580666,2.30223357733861,50.4230972658376
IDB,,,18.867095325621,125.673773106878,46.7746412049201,57.7716484783447,1.45599027264642,231882302,3.43456487179279,42.2283515216553
IDX,13.1548896706187,,32.2487079943393,60.2598970012306,56.6790292123306,65.68401692391,1.49601924398064,371494267,3.77836080792603,34.31598307609
IDA,14.7269395537701,,27.0953940162008,73.040031848536,52.8754888151784,63.0212459785297,1.48366694005564,603376569,3.64596732175471,36.9787540214703
ISL,,,,3.51841396508728,,6.187,2.03214806602448,330898,2.72089370362867,93.813
IND,15.4350806157941,208777575,6.19464475222521,454.938072575247,35.2000007629395,65.97,0.38762705356096,460295677,2.30896547809895,34.03
IDN,13.3834074123722,35822488,7.10196276396912,147.75219008926,30.6000003814697,44.675,-0.345993587577929,148084795,2.34486951482515,55.325
IRN,25.9887213818331,21258844,14.5200207649286,50.222420123284,25.2999992370605,25.102,-0.601435975212651,61266765,2.06166855372816,74.898
IRQ,25.0774660713542,9638173,25.1499973546547,88.5305700354617,45.7000007629395,29.527,1.66021819660568,27085311,2.59555117050786,70.473
IRL,24.6835422232705,1201426,39.0747797172002,70.6534475250399,,36.83,0.635216255554204,3074684,1.5925156797727,63.17
IMN,,,,147.50350877193,,47.412,0.29896890634628,44214,0.817554628660754,52.588
ISR,57.930157157653,5145820,48.858904760037,410.480591497227,,7.58199999999999,0.850982671095507,8209306,2.01538441058595,92.418
ITA,18.7441544238367,11325548,9.89126402356548,205.418372203713,,29.562,-1.17966998936664,42559879,0.228197851468404,70.438
JAM,,,36.0526723261591,270.993074792244,57.0999984741211,44.326,-0.187309476643299,1633951,1.01130784740472,55.674
JPN,64.6280420867611,81773280,32.3223008102939,347.073458415624,,8.384,-1.16415937815414,115920900,-0.114218709913591,91.616
JOR,20.7370401659862,2064582,22.7932168226138,112.14249831043,23.3999996185303,9.021,-0.747092075585959,9057879,2.04748515667235,90.979
KAZ,15.8516030846937,2897118,17.4260191763813,6.76982572137645,,42.572,1.09889721047574,10495828,1.47511306482708,57.428
KEN,10.8959973350461,5599781,31.5721355695063,90.2994166637383,46.5,72.97,1.66663703834948,13891531,4.05252270231374,27.03
KIR,,,,143.020987654321,,45.943,-0.245827162894183,62623,2.94934929072126,54.057
PRK,11.8899550716974,3037862,19.2086389435097,212.190175234615,,38.101,-0.108234007909721,15815082,0.82779442511481,61.899
KOR,50.1739708537079,25893097,23.70102873224,529.358501289308,,18.541,0.712926785813866,42038247,0.421334442612677,81.459
XKX,,,,,,,,,,
KWT,72.2515004911401,2989270,72.2515004911401,232.172390572391,,0,,4137312,1.98246273293475,100
KGZ,,,43.3483539208345,32.9655891553702,9.69999980926514,63.649,1.65154697537392,2298401,2.58628057143274,36.351
LAO,,,26.8934100921996,30.5957842287695,21.1000003814697,64.996,0.574254294072397,2471810,3.38167367903949,35.004
,,,,,,,,,,
LTE,27.9135077339825,,10.3469756240378,51.3900278827792,22.0583277111311,37.5477113390043,-1.70819582569894,1428804558,1.94334722035883,62.4522886609957
LCN,38.0797817831806,,23.2252197237137,31.9606855829336,20.7561105913984,19.3752081652397,-0.314099731858747,516335312,1.23516770453622,80.6247918347603
LAC,37.8470797353673,,21.7701525482386,31.9740951252252,21.1724569912153,19.554898913075,-0.34509257947667,489197179,1.26232579661634,80.445101086925
TLA,38.2323356085424,,22.8536503860314,31.3689062356742,21.0032463046219,19.3559763176268,-0.310275422575927,503758100,1.28933550571386,80.6440236823732
LVA,,,48.5136858777885,30.9934705693149,,31.858,-0.989293510684483,1313215,-0.680734206500191,68.142
LDC,12.8459230061536,,33.3342672035106,56.8413289019083,58.8844629542078,66.431939917901,1.55551542792342,338924137,3.99627344894107,33.568060082099
LBN,34.8269399942327,2385271,39.311165343918,669.494134897361,61.0999984741211,11.407,-0.885024117426233,6067668,0.727747260731819,88.593
LSO,,,,69.437812911726,53.5999984741211,71.847,0.209312876786566,593502,2.31004152441553,28.153
LBR,29.4315577766817,1418300,57.5385757549326,50.0309073920266,70.3000030517578,48.849,1.52743735998093,2464955,3.34403640334755,51.151
LBY,17.3352457196282,1157746,21.6414632240592,3.79563238119054,,19.898,0.0536677557367078,5349666,1.83231214599096,80.102
LIE,,,,236.9375,,85.662,0.262091018474692,5436,0.460957762829909,14.338
LTU,,,28.2721079968102,44.7230757742448,,32.321,-1.4571605741724,1896056,-0.713094844211595,67.679
LMY,21.3175857333484,,15.094897389918,69.1712662558264,31.3623310940261,49.6807116707742,0.147729448627331,3200115574,2.32512073031262,50.3192883292259
LIC,12.2796793990821,,31.6556284515171,52.0668028036382,66.2333259613914,67.1055821151392,1.99334624218217,214250417,3.87309359427974,32.8944178848608
LMC,16.2225905633093,,17.2333975658509,131.060701635225,36.9843528703459,60.789951051233,0.673799320006751,1126268569,2.66579359200973,39.210048948767
LUX,,,,250.185185185185,,9.01900000000001,-0.848101406857531,553119,2.20836515702366,90.981
MAC,,,100,20777.5002607232,,0,,631636,1.44331136552005,100
MDG,11.6455111740114,3058387,31.3127141278542,45.1398556204881,61.2000007629395,62.809,1.61011591685124,9767237,4.48480404056497,37.191
MWI,5.675032374183,1029639,33.5067181744607,192.440761561307,65.0999984741211,83.063,2.37380610080348,3072933,3.96730609077091,16.937
MYS,23.9906484861277,7563912,31.5516970601393,95.9628214883579,,23.964,-1.07563023291714,23973075,2.13016306751883,76.036
MDV,,,,1718.98666666667,30.1000003814697,60.192,3.10464356286811,205288,4.89404521465671,39.808
MLI,12.8251848101107,2446749,30.2795009149134,15.635015858186,47.2000007629395,57.644,1.65700679116955,8080546,4.87623694042438,42.356
MLT,,,,1514.46875,,5.38800000000001,2.27366147309671,458518,3.56178437178253,94.612
MHL,,,,324.516666666667,,22.969,-1.10441029155532,44996,1.12641992007965,77.031
MRT,27.375123174133,1205414,51.004485583805,4.27216357815077,73.1999969482422,46.328,0.966582302717727,2363349,4.37299545808061,53.672
MUS,,,,623.30197044335,,59.207,0.135712779966171,516155,-0.0631393851909479,40.793
MEX,40.7090420895066,51371061,21.3355771014877,64.9146264050001,16,19.844,-0.319436704089815,101149488,1.48761995074654,80.156
FSM,,,,160.914285714286,,77.297,0.931194599106093,25573,1.47327962209575,22.703
MEA,25.9764785027807,,25.8665513329474,39.9977120870057,24.0697208815784,34.6280140445934,0.805616729332527,293463318,2.2349599951105,65.3719859554066
TMN,21.8959781901153,,23.9811704317,43.8129297485221,25.2023228264901,38.5854570017155,0.841896960050789,232348184,2.20688628446415,61.4145429982845
MNA,21.8959781901153,,23.9129400407584,44.3111694561864,25.2023228264901,38.4094524824717,0.846129206540809,235828183,2.21748638385668,61.5905475175283
MIC,22.2972934608409,,13.9117161679637,71.8641486028969,28.8913688408416,47.6924991225263,-0.142373906192233,2985865157,2.21581828659664,52.3075008774737
MDA,,,44.1854880795311,94.2644302783293,59.2000007629395,57.371,-1.92393368114214,1153562,-1.62947620514833,42.629
MCO,,,,,,0,,38682,0.752527100059372,100
MNG,47.9583989441702,1520381,70.0685162884606,2.04060866654651,38.2999992370605,31.555,1.5364964961763,2169849,1.91587989993137,68.445
MNE,,,,46.2622304832714,27.1000003814697,33.187,-1.03099656786116,415729,0.480793341517984,66.813
MAR,21.7315718183433,7829698,16.3704746014871,80.7285189334528,9.19999980926514,37.547,-0.190292414707137,22501278,2.12728534350062,62.453
MOZ,9.27978887415166,2737163,15.4064147107958,37.508535313716,77.1999969482422,64.012,2.08424668664389,10615007,4.40559134724532,35.988
MMR,12.1610820803712,6531522,31.4029539397534,82.2386154835549,56.0999984741211,69.421,0.238960962959708,16423490,1.45248102186842,30.579
NAM,,,33.0048468827531,2.97374558175127,42.2999992370605,49.968,-0.152171660667903,1224911,3.95629680059715,50.032
NRU,,,,635.2,,0,,12704,-1.34482089317818,100
NPL,4.73418579856052,1329732,23.9827030021935,195.939107080572,49.2999992370605,80.26,1.15187900099682,5544546,3.72181839256581,19.74
NLD,12.4159510444285,2139470,7.17839968289677,511.475927574948,,8.51000000000001,-4.15513738307559,15765213,1.03637503912155,91.49
NCL,,,,15.5393873085339,,29.317,-0.130801326662067,200782,1.92038485260425,70.683
NZL,32.1601941747573,1556875,37.1630855237325,18.3851733697923,,13.462,0.444291046646144,4189305,1.0609382798863,86.538
NIC,16.2078863657068,1047923,27.6953697762113,53.7270483629716,42.2000007629395,41.478,0.719160080024976,3783748,1.63714154226712,58.522
NER,5.40829573726232,1213781,32.9272209674103,17.7176505881424,58.7999992370605,83.575,3.72716984863251,3686254,4.27453510164545,16.425
NGA,16.5138200055811,32346402,13.6530372484442,215.064988965381,53.9000015258789,49.656,0.938766216286582,98611179,4.2388468031755,50.344
NAC,46.2859489145901,,8.33144478491104,19.9446030981652,,17.826954516011,-0.411729986720459,298953088,0.838061719332956,82.173045483989
MKD,,,48.3878261805863,82.5915146708961,8.30000019073486,42.037,-0.46396763452008,1207345,0.417819582823749,57.963
MNP,,,,123.65652173913,,8.38200000000001,-0.481222813793641,52114,0.660347974014229,91.618
NOR,19.0557418453153,1012225,23.168636821933,14.5482916341657,0.00100000004749745,17.752,-1.44146127805268,4368945,1.11953281162056,82.248
INX,,,,,,,,,,
OED,37.3338361541918,,18.0370041022467,38.0102885902071,,19.4010716837373,-0.459627570536867,1090208112,0.830724861027178,80.5989283162627
OMN,29.9527506360412,1446563,35.430686365254,15.6041453957997,,15.461,-2.69463497024104,4082797,4.60993724709811,84.539
OSS,,,,15.1392178420061,,37.8814565122456,0.714866602977366,19107792,2.84568850496383,62.1185434877544
PSS,,,,38.2767445482866,,61.2186558820884,1.04262028619499,952999,2.1171380168681,38.7813441179116
PAK,20.0718671999811,42595519,19.7918930572625,275.289318700706,40.0999984741211,63.334,1.70282304995497,77810763,2.66867436174866,36.666
PLW,,,,38.9282608695652,,20.07,-2.22873443034327,14313,1.26557268160659,79.93
PAN,42.6991675351393,1783490,63.0627636248687,56.1860774818402,22.1000003814697,32.291,0.632877022351568,2828119,2.20194448885616,67.709
PNG,,,32.3692434747469,19.0043633794109,,86.831,1.89763126483708,1133366,2.48481128452507,13.169
PRY,46.3221120083449,3222199,75.2165552104906,17.5083589227284,17.1000003814697,38.415,0.548697295066663,4283896,1.751686209917,61.585
PER,32.4815525562708,10390607,41.6927261076316,24.99160625,33.0999984741211,22.093,0.87538730029542,24921870,1.95856462555465,77.907
PHL,14.2777061251648,15227448,26.9502658922642,357.688305329175,42.9000015258789,53.093,0.973244952644575,50027217,1.87696104447929,46.907
POL,4.65519325341181,1767798,7.75116275245951,124.023482151605,0.00999999977648258,39.942,0.11754101204152,22806875,-0.0784280352345459,60.058
PRT,41.1738942972759,4234250,43.6510008748643,112.2619412173,3.59999990463257,34.789,-1.75415509659692,6706183,0.700805447488415,65.211
PST,37.0123677654851,,17.4880493360888,35.2498297631402,,18.7201466574153,-0.630298299812154,901752404,0.556136230304617,81.2798533425847
PRE,16.0692552981875,,28.5312613286737,51.6874400219725,57.1023300244109,58.7730484857523,1.84538352357575,379075795,4.17173486318686,41.2269515142477
PRI,76.8576549922119,2454337,82.1321785095558,360.017361894025,,6.422,-3.90843573217435,2988277,-4.05798859157931,93.578
QAT,,,25.1439377868194,239.593195521103,,0.864999999999995,-4.31101236537286,2757615,2.12618209810078,99.135
ROU,9.35357961684002,1821380,17.3220850450104,84.633801286509,12.1000003814697,46.002,-0.722220921470095,10514785,-0.472652218056084,53.998
RUS,23.1913609462377,33506382,11.5397337041897,8.82206795315588,,25.567,-0.563045379936593,107539206,0.176545372635485,74.433
RWA,8.59893712690333,1057836,49.9618615709632,498.659870287799,42.0999984741211,82.789,2.54017689109964,2117287,3.14497754970116,17.211
WSM,,,,69.3038869257951,,81.757,0.653204514903369,35780,-0.740682249004035,18.243
SMR,,,,563.083333333333,,2.774,-5.09730723642133,32848,0.497460321188486,97.226
STP,,,,219.820833333333,85.6999969482422,27.197,-1.1399589855026,153635,3.03783523527372,72.803
SAU,47.2804719841251,15933494,24.4434653586729,15.6766543082956,16.2000007629395,16.156,0.434125406939026,28255384,2.06400437868026,83.844
SEN,18.7861194018554,2978419,39.807845239034,82.3474783150678,29.5,52.808,1.92964185261072,7481990,3.74433871194062,47.192
SRB,19.8973191090315,1389351,35.4726526177004,79.8376857992225,3.59999990463257,43.908,-0.887397829904746,3916682,-0.278572237020969,56.092
SYC,,,,210.352173913043,,43.309,-0.0334017276570122,54855,1.71547823651628,56.691
SLE,14.8487076207878,1135949,35.3078322255625,105.987170961485,59.0999984741211,57.945,1.41615351627047,3217272,3.13795496287595,42.055
SGP,100,5791901,100,7952.9984184018,,0,,5638676,0.469704298714121,100
SXM,,,,,,0,,40654,0.196976475763249,100
SVK,,,14.6914294071896,113.285586522463,,46.274,0.192572421584872,2926332,0.0919662271864974,53.726
SVN,,,,102.96366052404,3.70000004768372,45.459,-0.225251569546442,1131123,0.855189455705699,54.541
SST,,,,16.2249514526964,,41.2750906399542,0.65128820711125,23828533,2.50489993262566,58.7249093600458
SLB,,,,23.324687388353,,76.251,2.00485339758344,155047,4.57865593914816,23.749
SOM,13.8699536265419,2081624,30.8419948270321,23.9234769024771,72.0999984741211,55.029,1.7832951796437,6749317,4.12987489711823,44.971
ZAF,35.3078235783543,20400727,14.3089032487188,47.6301197767684,25.6000003814697,33.645,-0.132114649066146,38339668,2.12166554916762,66.355
SAS,15.6916895927959,,11.267310447351,380.247133746081,37.6559683462932,66.0076387543573,0.549864834842978,616753576,2.49335753001212,33.9923612456427
TSA,15.6916895927959,,11.267310447351,380.247133746081,37.6559683462932,66.0076387543573,0.549864834842978,616753576,2.49335753001212,33.9923612456427
SSD,,,17.1354625586469,,91.4000015258789,80.385,0.261352429201469,2152927,1.9763657853536,19.615
ESP,25.6235566347906,11991249,17.2849066510477,93.6771974435832,5.5,19.679,-0.779238783350362,37588424,0.738481167271324,80.321
LKA,,,14.9814836044917,345.558922022006,,81.524,0.935607743304758,4003749,1.5475740945304,18.476
KNA,,,,201.696153846154,,69.224,0.754866644585508,16139,0.765048048082071,30.776
LCA,,,,298.17868852459,11.1999998092651,81.322,0.433616766573413,33973,0.869159376872302,18.678
MAF,,,,,,,,,,
VCT,,,,282.589743589744,,47.802,-0.513078929742349,57527,1.14336909917966,52.198
SSF,15.6233128257722,,26.5124975213912,50.7620843086558,53.5995323652559,59.8231766270485,1.77548066757822,433229303,4.05914397581759,40.1768233729515
TSS,15.6233128257722,,26.5124975213912,50.7620843086558,53.5995323652559,59.8231766270485,1.77548066757822,433229303,4.05914397581759,40.1768233729515
SSA,15.6233128257722,,26.5124975213912,50.7039075235864,53.5995323652559,59.8253843499097,1.77753825745893,432658293,4.06456693803135,40.1746156500903
SDN,13.238937911679,5534079,38.2164366036418,,88.4000015258789,65.358,1.97695890916922,14480887,3.18053908883544,34.642
SUR,,,,3.69225,5.90000009536743,33.94,0.902309667852881,380500,0.987514314107012,66.06
