country_code,pop_urban_agglomerations_of_more_than_1_million_percent,pop_urban_agglomerations_of_more_than_1_million,pop_in_the_largest_city,pop_density,pop_living_in_slums_percent,rural_pop_percent,rural_pop_annual_growth_percent,urban_population,urban_population_annual_growth,urban_population_percent
EAR,18.6039915986807,,17.5977707600337,96.8462317553793,,55.2745010616866,0.599976925182631,1434060963,2.23890343710164,44.7254989383134
EAS,,,11.7169017069423,94.8527104795683,,41.8044864750229,-1.3833743068612,1346701047,2.21492193719199,58.1955135249771
TEA,,,7.45779500521311,129.338478726806,,45.4183850946321,-1.43015388336394,1114932023,2.61170714467049,54.581614905368
EAP,,,7.62120472029933,129.961691848672,,45.330747343388,-1.41605828894349,1130638204,2.58637442750553,54.669252656612
ECU,27.6244580024225,4636865,26.6138054927002,67.5848002899018,,36.33,1.39489695917429,10687239,1.98236525920676,63.67
EGY,25.5422435603738,24633602,47.7065097835033,96.8834125269978,,57.295,2.13797133103534,41185809,2.02762894599877,42.705
SLV,17.2843755958324,1104147,24.250263664544,308.307046332046,,28.725,-2.15701841132845,4553134,1.59374160921928,71.275
GNQ,,,39.094288371805,44.9911229946524,,28.354,2.00499834168847,904173,4.49226200046691,71.646
ERI,,,,,,,,,,
EST,,,47.4986937555439,30.3055900621118,,31.283,-0.370082843234162,905267,0.345466678877461,68.717
SWZ,,,,65.3926162790698,,76.375,0.745000770044237,265723,1.66704363141809,23.625
ETH,3.96237222653258,4215965,19.5094643205446,106.400024,,79.69,2.10785582014171,21609845,4.87383095195681,20.31
EMU,19.3822765930365,,15.6555121593948,127.351000451892,,23.2300887806268,-0.726837285713714,261910991,0.484214220254572,76.7699112193732
ECS,20.3793366783397,,16.7520948418436,33.330235971966,,27.9833323611743,-0.266379380461501,657364148,0.666062841529453,72.0166676388257
TEC,20.6150117383953,,17.2281726335686,19.8820872853421,,33.8362220638128,0.0238256915600772,301167826,0.738909867811557,66.1637779361872
ECA,22.9080516578102,,17.9375464218383,17.6530918103949,,32.5433084718962,0.077949163159758,265441208,0.876369734701868,67.4566915281038
EUU,17.3188888751646,,15.8206415038269,111.62313331474,,25.693131386528,-0.635951057709377,331506178,0.41716116022134,74.306868613472
FRO,,,,34.6210586582365,,58.086,0.09265529332555,20257,0.653758952704235,41.914
FJI,,,,48.0273125342091,,44.258,-0.560553546124236,489113,1.49191784948221,55.742
FIN,22.8726589054093,1259875,26.8065126713766,18.1244908031983,,14.675,-0.105470568591836,4699884,0.293287960802983,85.325
FCS,17.5459246975921,,25.3590538966523,46.0692633905028,,55.9164356948869,1.46121974444908,335822881,3.20388744460925,44.0835643051131
FRA,22.6809359883534,15165467,20.2284479633508,122.114008137994,,19.82,-1.10820584422079,53611859,0.538562017646172,80.18
PYF,,,,75.4379781420765,,38.216,0.424532299402032,170587,0.635710608872919,61.784
GAB,,,43.0429616421102,8.01343967089688,,11.024,-0.91615978834885,1837197,3.26664177969623,88.976
GMB,,,32.1591117458434,218.764229249012,,39.401,1.25489472331524,1341598,4.0987451457514,60.599
GEO,28.9054679125881,1077597,49.6393124549141,65.2227859617201,,41.769,-0.925479745646184,2170854,0.692303719304226,58.231
DEU,9.55008627097315,7893815,5.54203552537168,236.595494618731,,22.739,0.211141645524424,63861626,0.421625391544917,77.261
GHA,18.1845553062893,5295610,18.0177378427827,127.983963259207,,44.593,0.755751446639557,16135333,3.41521084370491,55.407
GIB,,,,3372.8,,0,,33728,-0.0266805011587876,100
GRC,29.3588585954076,3157451,37.2934052070788,83.4342823894492,,21.276,-1.7693090614854,8466513,0.231212226024939,78.724
GRL,,,,0.136854671701791,,13.426,-1.85226970493326,48630,0.261497271513681,86.574
GRD,,,,326.1,,63.836,0.410573538401183,40096,0.808828859501215,36.164
GUM,,,,304.224074074074,,5.301,-0.720785684503928,155572,0.899438188094272,94.699
GTM,17.4858140691067,2813016,34.5023974307696,150.125214632325,,49.32,0.898366369750732,8153103,2.34251413808824,50.68
GIN,14.907637754475,1798985,41.6495922751054,49.1109352108091,,64.207,2.24771677104745,4319334,3.69971402389477,35.793
GNB,,,68.4009746566348,65.0123044096728,,57.055,1.81260108068141,785097,3.49603163738801,42.945
GUY,,,,3.93813055626111,,73.462,0.422317988616548,205728,0.70975734597242,26.538
HTI,23.3918720246621,2568981,43.0424880585114,398.489332365747,,45.654,-0.754463082946753,5968477,3.0685972554741,54.346
HPC,14.002562923595,,32.2552453879547,43.6800362578349,,64.4556077119924,2.08485228634929,269819694,4.13997431921223,35.5443922880076
HIC,,,19.3375108970362,34.6273338931752,,19.3223268301354,-0.437000065143593,988297046,0.715109066875996,80.6776731698646
HND,13.9803922213279,1318213,24.7629025246941,84.2703816248101,,43.543,0.224062996188169,5323338,2.83947465362156,56.457
HKG,99.637201185113,7364883,99.637201185113,7039.71428571429,,0,,7391700,0.748222904999039,100
HUN,17.9297210472533,1754955,25.2310968950722,108.118480061858,,28.938,-1.239060531003,6955524,0.133177104564375,71.062
IBD,23.1222964984983,,12.5450517501228,66.7391557693146,,45.5950784656347,-0.4281680070129,2576704898,2.08624531348084,54.4049215343653
IBT,21.0326369442937,,15.2192448986272,67.8525294838388,,50.1095644798656,0.179917149476225,3158856413,2.36803704349606,49.8904355201344
IDB,,,18.9349117259919,122.869640703351,,58.2421141297555,1.49597310558094,224182605,3.44386931537544,41.7578858702445
IDX,12.991002804828,,32.2941730674466,58.8898590654963,,66.1834993053351,1.50317964000924,357968910,3.75376929893518,33.8165006946649
IDA,14.556694001287,,27.1389375172474,71.3837278480299,,63.5112124748799,1.50095570892776,582151515,3.63420932439034,36.4887875251201
ISL,,,,3.42543640897756,,6.227,1.74065103795378,322016,2.38588402314435,93.773
IND,15.1797291204521,203204785,6.13670729065186,450.243285831043,,66.4,0.435052480491827,449789369,2.31444812598978,33.6
IDN,13.2764108035294,35135475,7.19042034410742,146.086480787383,,45.341,-0.291777405704828,144652795,2.408459093956,54.659
IRN,25.9987502037678,20974219,14.6308739123568,49.5309014219406,,25.606,-0.602079648250561,60016579,2.07869413924835,74.394
IRQ,25.0505308781259,9407171,25.216541651556,86.5016316022141,,29.722,1.92371325062687,26391343,2.80303526619613,70.278
IRL,24.7206591188396,1188418,39.2721737863202,69.7835389751778,,37.053,0.523520295467759,3026107,1.42284687903925,62.947
IMN,,,,146.663157894737,,47.542,0.130923025901845,43854,0.592346984653139,52.458
ISR,57.7175582156014,5029104,48.5436167960949,402.647874306839,,7.664,0.900284286982114,8045513,2.02540415954727,92.336
ITA,18.6325143641357,11279511,9.8375029723027,205.809169103148,,29.856,-1.11318346522376,42462869,0.262998539787345,70.144
JAM,,,36.3822789349061,269.700184672207,,44.622,-0.123912047513661,1617510,1.0085244838319,55.378
JPN,64.3637331080547,81604072,32.2243413524392,347.777586679833,,8.465,-1.08170256027623,116053379,-0.0792347118224776,91.535
JOR,20.1048493568935,1966088,22.1548366711718,110.150630772697,,9.253,-0.215159136767615,8874306,2.62193869566242,90.747
KAZ,15.4084904923977,2779349,17.141318638243,6.68140015557284,,42.664,1.19177071062538,10342139,1.48602996027008,57.336
KEN,10.748742873392,5398177,31.6524995674607,88.2409828864603,,73.438,1.73644728269102,13339828,4.09228785957278,26.562
KIR,,,,140.935802469136,,46.738,-0.280741341043631,60803,2.97797038978645,53.262
PRK,11.8566015670084,3015132,19.2233886946941,211.194958890458,,38.322,-0.0568523976515621,15684706,0.818034889168256,61.678
KOR,50.1542339419575,25760173,23.7479198666039,526.848248951154,,18.497,0.600446737576936,41861498,0.208604619717282,81.503
XKX,,,,164.508404519151,,,,,,
KWT,70.0602968517287,2841715,70.0602968517287,227.614983164983,,0,,4056099,2.47671019587745,100
KGZ,,,43.5719197042487,32.3159541188738,,63.865,1.63500194036148,2239720,2.46366361776899,36.135
LAO,,,27.498442220287,30.125801559792,,65.632,0.595293033643052,2389619,3.40963932299298,34.368
,,,,,,,,,,
LTE,27.4007593041556,,10.3344751251419,51.1135527730753,,38.4068728874108,-1.62543224678294,1401567240,2.07983590562506,61.5931271125892
LCN,37.8854079334761,,23.2270598882401,31.6649404813693,,19.6172563692623,-0.282977720224082,510035518,1.27340351497847,80.3827436307377
LAC,37.6438908598076,,21.7644144488388,31.6751040147895,,19.8078389629371,-0.318142734235991,483098897,1.29231615157327,80.1921610370628
TLA,38.0432898329182,,22.856516436807,31.0657907622876,,19.6056683342598,-0.283629158837599,497345646,1.31906579446583,80.3943316657402
LVA,,,48.4033626156703,31.2358957864265,,31.925,-1.05511272788614,1322185,-0.806909776930881,68.075
LDC,12.6879856879599,,33.4263282250696,55.5297414713504,,66.9594678284099,1.58000982590187,325900271,4.01529703412069,33.0405321715901
LBN,34.2328314106854,2331897,38.7122238249732,665.872238514174,,11.571,0.0912619019541255,6023671,1.67460869537784,88.429
LSO,,,,68.8870882740448,,72.27,0.217907145221464,579949,2.28842619023004,27.73
LBR,29.0708149413427,1366976,57.3422671944877,48.8188122923588,,49.303,1.59109181382484,2383889,3.36334225129359,50.697
LBY,17.4711779433388,1149730,21.8890455962605,3.74002523386794,,20.183,-0.00820633280904488,5252536,1.70252901684165,79.817
LIE,,,,236.25,,85.685,0.361887776831987,5411,0.463092427119094,14.315
LTU,,,27.9873273548472,45.151861559541,,32.484,-1.85912491637334,1909625,-1.17585729154485,67.516
LMY,21.0538494905206,,15.077554801226,68.3217544724846,,50.2184262595195,0.181881313700515,3127399754,2.39211725085514,49.7815737404805
LIC,12.176037903933,,31.7716597114023,50.7453312932772,,67.5074379749682,2.01052714591437,206261708,3.80984304037418,32.4925620250318
LMC,15.9939476506192,,17.1889154667947,129.193114294168,,61.2559750382931,0.713453938677631,1097024169,2.67319958691354,38.7440249617069
LUX,,,,245.405761316872,,9.273,-0.407861820387279,541038,2.72571786341686,90.727
MAC,,,99.9971088285134,20479.7699938293,,0,,622585,1.57828017648679,100
MDG,11.3566314985917,2903952,31.0953152484245,43.9507390855964,,63.478,1.63616488975993,9338873,4.52027628838553,36.522
MWI,5.58257207307646,986455,33.4005777056802,187.423207467119,,83.286,2.4171875969988,2953407,3.91888182949838,16.714
MYS,23.5284951358989,7318545,31.1854621287628,94.6736508902755,,24.553,-1.08194340601491,23467810,2.16798448030784,75.447
MDV,,,,1654.67333333333,,60.62,3.59882612585274,195483,5.38697243091688,39.38
MLI,12.7933048529542,2368347,30.773851568067,15.1717306321147,,58.428,1.65777664714237,7695972,4.91526207203567,41.572
MLT,,,,1462.496875,,5.45399999999999,1.5357282537464,442474,2.80849999019216,94.546
MHL,,,,322.544444444444,,23.366,-1.16523248717065,44492,1.08925169067829,76.634
MRT,26.9475787225159,1154050,51.0138902948289,4.15501503832347,,47.176,1.00830990389972,2262227,4.46427832683847,52.824
MUS,,,,622.962068965517,,59.159,0.206861836319785,516481,-0.0785780130389972,40.841
MEX,40.6726650108316,50750263,21.5744877335668,64.1875171686515,,20.133,-0.266174969952926,99655905,1.52773151252388,79.867
FSM,,,,159.227142857143,,77.392,1.01604155208442,25199,1.4872540556553,22.608
MEA,25.7766888573114,,25.7832975939556,39.3154160837346,,34.9474202923294,0.805436405164912,287047912,2.28972793913096,65.0525797076706
TMN,21.8292414586593,,24.0257302601637,43.0907955401571,,38.904551773348,0.836801346085309,227331242,2.2402836191947,61.095448226652
MNA,21.8292414586593,,23.9573528006143,43.5763129202665,,38.7294748099768,0.837231102598722,230712172,2.24214410397983,61.2705251900232
MIC,22.0014231459279,,13.9039595253538,71.0885618320653,,48.2750689306557,-0.0996087153055214,2921138046,2.29347382177814,51.7249310693443
MDA,,,43.9337559583561,95.9751280175567,,57.443,-1.77203615425287,1172513,-1.58370780613681,42.557
MCO,,,,19196,,0,,38392,0.842253416153839,100
MNG,47.0999708071767,1466589,68.8968667334062,2.00428628440485,,31.637,1.65290143341495,2128673,1.95785503453462,68.363
MNE,,,,46.2730855018587,,33.523,-0.986310410880454,413735,0.518095695405891,66.477
MAR,21.7037975066337,7722492,16.5843799981178,79.7250593771006,,38.092,-0.14136769642684,22027667,2.17612697879871,61.908
MOZ,9.44315452190018,2705370,15.7937997569285,36.4315051247489,,64.545,2.08439110939889,10157505,4.40389511182239,35.455
MMR,11.9720269801117,6390977,31.2191590287957,81.7397271390948,,69.678,0.290113524671755,16186666,1.42861390295873,30.322
NAM,,,33.2713887256284,2.91829489001445,,50.995,-0.154466761645763,1177396,4.02560749612495,49.005
NRU,,,,643.8,,0,,12876,-1.33463890435481,100
NPL,4.62394493179963,1277463,23.9136567501831,192.724966864318,,80.664,0.846352701353124,5341981,3.39232344263204,19.336
NLD,12.4347451588018,2130233,7.19799880405085,508.497951914515,,8.923,-4.24348486287867,15602670,1.07768610579971,91.077
NCL,,,,15.3364332603939,,29.744,-0.087505324828273,196963,1.98594923847878,70.256
NZL,31.8251527983479,1525666,36.8065476922839,18.2062967604724,,13.534,1.63645256417411,4145094,2.19932745433404,86.466
NIC,16.3002605384147,1040748,27.9597572150819,53.0567974073459,,41.701,0.774886694760672,3722307,1.63401987666546,58.299
NER,5.45228342386001,1177828,33.3473008524339,17.0541343648851,,83.65,3.7674553466396,3532004,4.20678849910115,16.35
NGA,16.3768322748904,31259002,13.7986832320913,209.573559735169,,50.481,0.965170394150296,94518555,4.3103311784595,49.519
NAC,45.9942473195639,,8.35742455652497,19.8230935896869,,18.0103826295314,-0.311254502674046,296468499,0.912466806014194,81.9896173704686
MKD,,,47.9019987341046,82.5533703409992,,42.252,-0.376810675208473,1202311,0.380992523523744,57.748
MNP,,,,122.960869565217,,8.47,-0.354203933192138,51771,0.758115525181408,91.53
NOR,18.9019717383164,997451,23.0875081533577,14.4525759458847,,18.129,-1.29909248850201,4320306,1.28024610929856,81.871
INX,,,,,,,,,,
OED,37.1601298451206,,18.0376704787607,37.7919367502269,,19.6032678099882,-0.399490621972475,1081226098,0.865645258242793,80.3967321900118
OMN,29.5224858468881,1377500,35.3308856061587,15.075718901454,,16.44,-2.16431617774653,3898855,5.36060241128846,83.56
OSS,,,,14.8383003899119,,38.3753645108926,0.721214994585992,18579089,2.8969629120227,61.6246354891074
PSS,,,,37.7271962616822,,61.4695313865817,1.02035069720799,933241,2.04931656642975,38.5304686134183
PAK,19.8776607723319,41324998,19.8265469456801,269.687481838937,,63.558,1.74827144372385,75761710,2.64740189244981,36.442
PLW,,,,38.7130434782609,,20.635,-2.33975982140386,14133,1.21015144259561,79.365
PAN,42.5130351801939,1745913,63.1084978055511,55.2430858218994,,32.635,0.681220771310088,2766526,2.21459813777338,67.365
PNG,,,32.512385226914,18.6327540520249,,86.898,1.93032073983551,1105551,2.38783051934562,13.102
PRY,45.6518377145859,3134940,74.4728185638753,17.2843241882708,,38.7,0.601795194433341,4209509,1.75530488581108,61.3
PER,32.4207502556028,10194477,41.714809267407,24.56585703125,,22.28,0.852823941095853,24438508,1.89509446122923,77.72
PHL,14.2407342231007,14977445,27.0316426571466,352.72919475467,,53.318,1.05800792331777,49096983,1.88990452758955,46.682
POL,4.63083359486624,1758551,7.70457304518613,124.0237303635,,39.895,0.195629438247021,22824769,-0.108901258043135,60.105
PRT,40.9386716891741,4216806,43.7368511941856,112.441821058412,,35.348,-1.83243296504409,6659350,0.635424721292054,64.652
PST,36.8084082527929,,17.4750992371958,35.1332284224799,,18.9014107867485,-0.568802679102077,896765168,0.589135018434234,81.0985892132515
PRE,15.9290096940296,,28.6469528727144,50.2836403648326,,59.3191859208554,1.88982100697457,363895058,4.21776303772184,40.6808140791446
PRI,73.8974632557921,2457302,78.9612584691368,374.891319052988,,6.413,-2.18370960140111,3112035,-2.43405340742061,93.587
QAT,,,24.4134876178044,234.687683031869,,0.921999999999997,-3.9952258874607,2699602,2.67944998873614,99.078
ROU,9.34542246528233,1830515,17.326873016785,85.132519123783,,46.064,-0.663405475490221,10564601,-0.518512123896522,53.936
RUS,22.9703957334954,33191473,11.44715433189,8.82322079860193,,25.708,-0.389790739766844,107349518,0.27931318576074,74.292
RWA,8.52254710962924,1021081,49.766709638428,485.648034049453,,82.875,2.55645026934328,2051735,3.04335569055637,17.125
WSM,,,,69.0289752650177,,81.548,0.700475305090603,36046,-0.815067990542791,18.452
SMR,,,,561.183333333333,,2.928,-4.8500351096834,32685,0.66304690835739,97.072
STP,,,,215.717708333333,,28.032,-1.1952197078429,149038,3.10740601605141,71.968
SAU,46.5713240283806,15414711,24.0951560054424,15.3971721504031,,16.378,0.663237647631668,27678169,2.26823725752786,83.622
SEN,18.8276818634937,2903112,40.2817309070505,80.0881992416766,,53.26,1.97046724569643,7207019,3.7551352731399,46.74
SRB,19.6937325893787,1382669,35.2038441718216,80.275074319689,,44.058,-0.831320356917735,3927608,-0.29597606817961,55.942
SYC,,,,208.354347826087,,43.739,0.24600258408624,53922,1.99105668034239,56.261
SLE,14.7445573044607,1104136,35.4130029895285,103.746619562206,,58.364,1.45759831860683,3117883,3.13899273902059,41.636
SGP,100,5708844,100,7915.73043612911,,0,,5612253,0.0885954699924485,100
SXM,,,,1193.35294117647,,0,,40574,1.50233137329532,100
SVK,,,14.6134513049135,113.128785357737,,46.249,0.274148196110307,2923642,0.0529274593131155,53.751
SVN,,,,102.59100635951,,45.727,-0.486592250330583,1121491,0.532404308612749,54.273
SST,,,,15.9487810912889,,41.7181205650341,0.666445728050206,23246238,2.53690448286264,58.2818794349659
SLB,,,,22.7237584851733,,76.714,2.042942997143,148108,4.65328763456788,23.286
SOM,13.550016282683,1976828,30.5242411665011,23.2555217266554,,55.609,1.7760687832525,6476256,4.10854530277593,44.391
ZAF,34.8756977379004,19879305,14.1563653587896,46.987817062213,,34.15,-0.0717416915045796,37534797,2.18371135391442,65.85
SAS,15.4413771091594,,11.193564648303,375.730175506376,,66.4358628594987,0.590786670353083,601749802,2.4993263403089,33.5641371405013
TSA,15.4413771091594,,11.193564648303,375.730175506376,,66.4358628594987,0.590786670353083,601749802,2.4993263403089,33.5641371405013
SSD,,,16.6870302421599,,,80.654,0.405310565776112,2110795,2.04135505847603,19.346
ESP,25.3784690979609,11824650,17.1631794424202,93.2678044400906,,19.92,-0.963028068305009,37311863,0.534737452920241,80.08
LKA,,,15.0552284029612,341.955031095519,,81.616,1.04081508289786,3942265,1.52810489553451,18.384
KNA,,,,200.173076923077,,69.227,0.833349769061239,16016,0.758362821009864,30.773
LCA,,,,296.647540983607,,81.388,0.449827394906,33679,0.804917295954847,18.612
MAF,,,,672.058823529412,,,,,,
VCT,,,,281.607692307692,,48.216,-0.514217424123399,56873,1.13347219440482,51.784
SSF,15.4771755041199,,26.5649197079019,49.4367679749432,,60.3553379932818,1.8103546572378,416329874,4.08945108060212,39.6446620067182
TSS,15.4771755041199,,26.5649197079019,49.4367679749432,,60.3553379932818,1.8103546572378,416329874,4.08945108060212,39.6446620067182
SSA,15.4771755041199,,26.5649197079019,49.3785115736808,,60.3582989814095,1.81238499171157,415759471,4.09512015671993,39.6417010185905
SDN,13.2196252426532,5395378,38.4626867501727,,,65.63,2.0165388558832,14027564,3.1223244476912,34.37
SUR,,,,3.65702564102564,,33.959,0.985040552868385,376761,0.989321404588444,66.041
SWE,15.442698716943,1553180,17.7204915845406,24.6929807763129,,12.854,-0.913960681281971,8764881,1.68537210192368,87.146
CHE,16.0442814819022,1356037,21.7517125798143,213.883991070172,,26.239,0.849346228001966,6234162,0.962986439023895,73.761
SYR,30.6940554612075,5238862,25.0435284651905,92.9477863094266,,46.5,-3.65592375859829,9131381,-0.985178538473259,53.5
TJK,,,35.5611304158386,63.9834858419194,,73.018,2.29113992859531,2396074,2.9570596604596,26.982
TZA,12.1914723766721,6664335,31.6552285272891,61.7113411605329,,66.947,1.92565242606011,18068061,5.19778388046404,33.053
THA,19.6358241336083,13589926,29.06986674498,135.469196891699,,50.8,-1.12422773753188,34051250,1.88549585655688,49.2
TLS,,,,83.6086751849361,,69.788,1.42964213926801,375614,3.15262915443915,30.212
TGO,22.1875891004387,1708106,53.9030927978198,141.542103327818,,58.838,1.5758347674732,3168846,3.78512092415318,41.162
TON,,,,141.663888888889,,76.831,0.920436716057882,23632,0.623980631006547,23.169
TTO,,,73.9589840248997,269.799610136452,,46.795,0.56747646067714,736396,0.386816623558311,53.205
TUN,19.7160820235864,2254227,28.7230585983132,73.5932221936148,,31.358,0.199568709836768,7848144,1.57123406085533,68.642
TUR,36.810361958017,29853900,24.0177079088045,105.377768538129,,25.356,-0.400336533304189,60537696,2.27664647228127,74.644
TKM,,,26.8512029661621,12.2521843678846,,48.847,0.802694150857386,2945220,2.50328148221097,51.153
TCA,,,,39.0684210526316,,7.18300000000001,-2.59177780037871,34449,1.83389250174372,92.817
TUV,,,,379,,38.47,-1.00091827433494,6996,2.73870626905413,61.53
UGA,6.90711064072572,2843137,29.7771638068317,205.27860063834,,76.804,3.00788387985855,9548045,6.24672450023828,23.196
UKR,12.0115227954858,5384902,9.45758904009333,77.389796129745,,30.754,-0.68505278244597,31043768,-0.253397876809837,69.246
ARE,57.545295489092,5459439,32.3968902989946,133.584947901999,,13.752,-0.697655755387976,8182523,1.66805585091283,86.248
GBR,26.7126836084165,17646094,16.2339994869574,273.049472988054,,16.857,-0.833708171520974,54923317,0.988958891589791,83.143
