CountryCode,SH.MED.CMHW.P3,SH.XPD.CHEX.GD.ZS,SH.XPD.CHEX.PC.CD,SH.MED.BEDS.ZS,SH.MED.NUMW.P3
AFG,..,..,..,..,..
ALB,..,..,..,..,..
DZA,..,..,..,..,..
ASM,..,..,..,..,..
AND,..,..,..,..,..
AGO,..,..,..,..,..
ATG,..,..,..,..,..
ARB,..,..,..,..,..
ARG,..,..,..,..,..
ARM,..,..,..,..,..
ABW,..,..,..,..,..
AUS,..,..,..,..,..
AUT,..,..,..,..,..
AZE,..,..,..,..,..
BHS,..,..,..,..,..
BHR,..,..,..,..,..
BGD,..,..,..,..,..
BRB,..,..,..,..,..
BLR,..,..,..,..,..
BEL,..,..,..,..,..
BLZ,..,..,..,..,..
BEN,..,..,..,..,..
BMU,..,..,..,..,..
BTN,..,..,..,..,..
BOL,..,..,..,..,..
BIH,..,..,..,..,..
BWA,..,..,..,..,..
BRA,..,..,..,..,..
VGB,..,..,..,..,..
BRN,..,..,..,..,..
BGR,..,..,..,..,..
BFA,..,..,..,..,..
BDI,..,..,..,..,..
CPV,..,..,..,..,..
KHM,..,..,..,..,..
CMR,..,..,..,..,..
CAN,..,..,..,..,..
CSS,..,..,..,..,..
CYM,..,..,..,..,..
CAF,..,..,..,..,..
CEB,..,..,..,..,..
TCD,..,..,..,..,..
CHI,..,..,..,..,..
CHL,..,..,..,..,..
CHN,..,..,..,..,..
COL,..,..,..,..,..
COM,..,..,..,..,..
COD,..,..,..,..,..
COG,..,..,..,..,..
CRI,..,..,..,..,..
CIV,..,..,..,..,..
HRV,..,..,..,..,..
CUB,..,..,..,..,..
CUW,..,..,..,..,..
CYP,..,..,..,..,..
CZE,..,..,..,..,..
,,,,,
DNK,..,..,..,..,..
DJI,..,..,..,..,..
DMA,..,..,..,..,..
DOM,..,..,..,..,..
EAR,..,..,..,..,..
EAS,..,..,..,..,..
TEA,..,..,..,..,..
EAP,..,..,..,..,..
ECU,..,..,..,..,..
EGY,..,..,..,..,..
SLV,..,..,..,..,..
GNQ,..,..,..,..,..
ERI,..,..,..,..,..
EST,..,..,..,..,..
SWZ,..,..,..,..,..
ETH,..,..,..,..,..
EMU,..,..,..,..,..
ECS,..,..,..,..,..
TEC,..,..,..,..,..
ECA,..,..,..,..,..
EUU,..,..,..,..,..
FRO,..,..,..,..,..
FJI,..,..,..,..,..
FIN,..,..,..,..,..
FCS,..,..,..,..,..
FRA,..,..,..,..,..
PYF,..,..,..,..,..
GAB,..,..,..,..,..
GMB,..,..,..,..,..
GEO,..,..,..,..,..
DEU,..,..,..,..,..
GHA,..,..,..,..,..
GIB,..,..,..,..,..
GRC,..,..,..,..,..
GRL,..,..,..,..,..
GRD,..,..,..,..,..
GUM,..,..,..,..,..
GTM,..,..,..,..,..
GIN,..,..,..,..,..
GNB,..,..,..,..,..
GUY,..,..,..,..,..
HTI,..,..,..,..,..
HPC,..,..,..,..,..
HIC,..,..,..,..,..
HND,..,..,..,..,..
HKG,..,..,..,..,..
HUN,..,..,..,..,..
IBD,..,..,..,..,..
IBT,..,..,..,..,..
IDB,..,..,..,..,..
IDX,..,..,..,..,..
IDA,..,..,..,..,..
ISL,..,..,..,..,..
IND,..,..,..,..,..
IDN,..,..,..,..,..
IRN,..,..,..,..,..
IRQ,..,..,..,..,..
IRL,..,..,..,..,..
IMN,..,..,..,..,..
ISR,..,..,..,..,..
ITA,..,..,..,..,..
JAM,..,..,..,..,..
JPN,..,..,..,..,..
JOR,..,..,..,..,..
KAZ,..,..,..,..,..
KEN,..,..,..,..,..
KIR,..,..,..,..,..
PRK,..,..,..,..,..
KOR,..,..,..,..,..
XKX,..,..,..,..,..
KWT,..,..,..,..,..
KGZ,..,..,..,..,..
LAO,..,..,..,..,..
,,,,,
LTE,..,..,..,..,..
LCN,..,..,..,..,..
LAC,..,..,..,..,..
TLA,..,..,..,..,..
LVA,..,..,..,..,..
LDC,..,..,..,..,..
LBN,..,..,..,..,..
LSO,..,..,..,..,..
LBR,..,..,..,..,..
LBY,..,..,..,..,..
LIE,..,..,..,..,..
LTU,..,..,..,..,..
LMY,..,..,..,..,..
LIC,..,..,..,..,..
LMC,..,..,..,..,..
LUX,..,..,..,..,..
MAC,..,..,..,..,..
MDG,..,..,..,..,..
MWI,..,..,..,..,..
MYS,..,..,..,..,..
MDV,..,..,..,..,..
MLI,..,..,..,..,..
MLT,..,..,..,..,..
MHL,..,..,..,..,..
MRT,..,..,..,..,..
MUS,..,..,..,..,..
MEX,..,..,..,..,..
FSM,..,..,..,..,..
MEA,..,..,..,..,..
TMN,..,..,..,..,..
MNA,..,..,..,..,..
MIC,..,..,..,..,..
MDA,..,..,..,..,..
MCO,..,..,..,..,..
MNG,..,..,..,..,..
MNE,..,..,..,..,..
MAR,..,..,..,..,..
MOZ,..,..,..,..,..
MMR,..,..,..,..,..
NAM,..,..,..,..,..
NRU,..,..,..,..,..
NPL,..,..,..,..,..
NLD,..,..,..,..,..
NCL,..,..,..,..,..
NZL,..,..,..,..,..
NIC,..,..,..,..,..
NER,..,..,..,..,..
NGA,..,..,..,..,..
NAC,..,..,..,..,..
MKD,..,..,..,..,..
MNP,..,..,..,..,..
NOR,..,..,..,..,..
INX,..,..,..,..,..
OED,..,..,..,..,..
OMN,..,..,..,..,..
OSS,..,..,..,..,..
PSS,..,..,..,..,..
PAK,..,..,..,..,..
PLW,..,..,..,..,..
PAN,..,..,..,..,..
PNG,..,..,..,..,..
PRY,..,..,..,..,..
PER,..,..,..,..,..
PHL,..,..,..,..,..
POL,..,..,..,..,..
PRT,..,..,..,..,..
PST,..,..,..,..,..
PRE,..,..,..,..,..
PRI,..,..,..,..,..
QAT,..,..,..,..,..
ROU,..,..,..,..,..
RUS,..,..,..,..,..
RWA,..,..,..,..,..
WSM,..,..,..,..,..
SMR,..,..,..,..,..
STP,..,..,..,..,..
SAU,..,..,..,..,..
SEN,..,..,..,..,..
SRB,..,..,..,..,..
SYC,..,..,..,..,..
SLE,..,..,..,..,..
SGP,..,..,..,..,..
SXM,..,..,..,..,..
SVK,..,..,..,..,..
SVN,..,..,..,..,..
SST,..,..,..,..,..
SLB,..,..,..,..,..
SOM,..,..,..,..,..
ZAF,..,..,..,..,..
SAS,..,..,..,..,..
TSA,..,..,..,..,..
SSD,..,..,..,..,..
ESP,..,..,..,..,..
LKA,..,..,..,..,..
KNA,..,..,..,..,..
LCA,..,..,..,..,..
MAF,..,..,..,..,..
VCT,..,..,..,..,..
SSF,..,..,..,..,..
TSS,..,..,..,..,..
SSA,..,..,..,..,..
SDN,..,..,..,..,..
SUR,..,..,..,..,..
SWE,..,..,..,..,..
CHE,..,..,..,..,..
SYR,..,..,..,..,..
TJK,..,..,..,..,..
TZA,..,..,..,..,..
THA,..,..,..,..,..
TLS,..,..,..,..,..
TGO,..,..,..,..,..
TON,..,..,..,..,..
TTO,..,..,..,..,..
TUN,..,..,..,..,..
TUR,..,..,..,..,..
TKM,..,..,..,..,..
TCA,..,..,..,..,..
TUV,..,..,..,..,..
UGA,..,..,..,..,..
UKR,..,..,..,..,..
ARE,..,..,..,..,..
GBR,..,..,..,..,..
USA,..,..,..,..,..
UMC,..,..,..,..,..
URY,..,..,..,..,..
UZB,..,..,..,..,..
VUT,..,..,..,..,..
VEN,..,..,..,..,..
VNM,..,..,..,..,..
VIR,..,..,..,..,..
PSE,..,..,..,..,..
WLD,..,..,..,..,..
YEM,..,..,..,..,..
ZMB,..,..,..,..,..
ZWE,..,..,..,..,..
