CountryCode,EN.URB.MCTY.TL.ZS,EN.URB.MCTY,EN.URB.LCTY.UR.ZS,EN.POP.DNST,EN.POP.SLUM.UR.ZS,SP.RUR.TOTL.ZS,SP.RUR.TOTL.ZG,SP.URB.TOTL,SP.URB.GROW,SP.URB.TOTL.IN.ZS
VCT,..,..,..,..,..,47.386,-0.530989857040305,58185,1.13731867505913,52.614
SSF,15.7507255985825,..,26.434384375267,..,..,59.2872212046948,1.73736751270197,450673319,4.02650879781325,40.7127787953052
TSS,15.7507255985825,..,26.434384375267,..,..,59.2872212046948,1.73736751270197,450673319,4.02650879781325,40.7127787953052
SSA,15.7507255985825,..,26.434384375267,..,..,59.2887308177724,1.73941699526988,450101577,4.0316536819508,40.7112691822276
SDN,13.2620686153194,5677921,37.9610386493277,..,..,65.064,1.9405882416506,14957233,3.23653535585726,34.936
SUR,..,..,..,..,..,33.905,0.826789901009815,384258,0.982802467902589,66.095
SWE,15.6340902048748,1608037,17.8251589456572,..,..,12.292,-1.15091996281047,9021165,1.39390348582098,87.708
CHE,16.1296687795166,1383092,21.841416909912,..,..,26.151,0.50941069346336,6332428,0.77853888557615,73.849
SYR,32.2322289776853,5502085,25.1510175390753,..,..,45.179,-0.483598454720334,9358019,2.17389250804654,54.821
TJK,..,..,35.1142830990027,..,..,72.691,2.15008599216719,2545477,3.03343485610871,27.309
TZA,12.8074402233459,7429015,31.8224495093791,..,..,65.5,1.85240114811867,20011885,5.07256744970222,34.5
THA,20.3527792414001,14170741,29.325177222578,..,..,49.308,-1.21218925606853,35294600,1.75999001855809,50.692
TLS,..,..,..,..,..,69.053,1.43077995612399,400182,3.16360140024628,30.947
TGO,22.0889526655932,1785310,52.2840195651779,..,..,57.752,1.47935472056173,3414638,3.72112756957799,42.248
TON,..,..,..,..,..,76.893,1.28010966715059,24145,1.14548789747664,23.107
TTO,..,..,73.3558058290114,..,..,46.813,0.360971623944878,741944,0.372959923949352,53.187
TUN,19.9048989548188,2327822,28.7418751383648,..,..,30.746,0.113645988874565,8099061,1.56082819525333,69.254
TUR,36.9613991386632,30836753,23.7213702064943,..,..,24.37,-0.639395053922195,63097818,1.98526746531332,75.63
TKM,..,..,26.7744956087454,..,..,47.952,0.60201533551149,3092738,2.42440896744006,52.048
TCA,..,..,..,..,..,6.64,-2.49234084524569,35655,1.66859074913932,93.36
TUV,..,..,..,..,..,36.785,-1.04494158743411,7362,2.51715373624835,63.215
UGA,7.08768641519504,3137690,29.0943979312563,..,..,75.639,2.78268084656293,10784516,5.99483771868376,24.361
UKR,12.2022171602194,5415973,9.64250883367359,..,..,30.527,-0.928941884422414,30835699,-0.359035208401744,69.473
ARE,60.5296601647669,5914068,33.4099590742362,..,..,13.211,-0.562105212734597,8479744,1.74689658333444,86.789
GBR,26.9594634679549,18018197,16.4135331852957,..,..,16.348,-0.980497918032943,55908316,0.865354790812121,83.652
USA,46.4865369061604,152587187,6.94765078886208,..,..,17.541,-0.67668895922924,270663028,0.720439853390911,82.459
UMC,28.7555529461088,..,11.8553490380061,..,..,33.6481665276027,-1.63438107484271,1893726805,1.83535597022724,66.3518334723973
URY,50.3995974271853,1744700,52.8153771545265,..,..,4.574,-1.63118586486947,3303394,0.456298505713716,95.426
UZB,7.41597914275036,2490334,14.7046164945129,..,..,49.567,1.96819130722517,16935729,1.78817571789466,50.433
VUT,..,..,..,..,..,74.606,2.27024608816205,76152,2.9044699726374,25.394
VEN,33.0734379140792,9431165,11.6662350697677,..,..,11.76,-1.50678348269267,25162368,-1.19876943645324,88.24
VNM,17.3493838088088,16735581,23.6935209698592,..,..,63.372,-0.152468448284166,35332140,2.9147685515377,36.628
VIR,..,..,..,..,..,4.16800000000001,-2.97073497529914,102187,-0.207247881948234,95.832
PSE,..,..,19.3587342326344,..,..,23.56,1.34706676269918,3581448,2.87351814806851,76.44
