CountryName,CountryCode,EN.POP.DNST,EN.POP.SLUM.UR.ZS,EN.URB.LCTY.UR.ZS,EN.URB.MCTY,EN.URB.MCTY.TL.ZS,GB.XPD.RSDV.GD.ZS,IP.JRN.ARTC.SC,NY.GDP.MKTP.KN,NY.GDP.PCAP.KN,NY.GNP.MKTP.KN,NY.GNP.PCAP.KN,SH.MED.BEDS.ZS,SH.MED.CMHW.P3,SH.MED.NUMW.P3,SH.XPD.CHEX.GD.ZS,SH.XPD.CHEX.PC.CD,SI.DST.10TH.10,SI.DST.50MD,SI.POV.GINI,SL.UEM.TOTL.NE.ZS,SP.RUR.TOTL.ZG,SP.RUR.TOTL.ZS,SP.URB.GROW,SP.URB.TOTL,SP.URB.TOTL.IN.ZS
IBRD only,IBD,66.7391557693146,..,12.5450517501228,..,23.1222964984983,1.37823731415169,1023350.76881906,..,..,..,..,..,..,..,5.52421348467593,324.586792263897,..,..,..,5.56661804492218,-0.4281680070129,45.5950784656347,2.08624531348084,2576704898,54.4049215343653
IDA & IBRD total,IBT,67.8525294838388,..,15.2192448986272,..,21.0326369442937,1.35282537858335,1054254.78463653,..,..,..,..,..,..,..,5.4351546503949,258.481440267046,..,..,..,..,0.179917149476225,50.1095644798656,2.36803704349606,3158856413,49.8904355201344
IDA blend,IDB,122.869640703351,..,18.9349117259919,..,..,..,18948.27,..,..,..,..,..,..,..,3.80282988078914,65.1958396929016,..,..,..,..,1.49597310558094,58.2421141297555,3.44386931537544,224182605,41.7578858702445
IDA only,IDX,58.8898590654963,..,32.2941730674466,..,12.991002804828,..,11956.4456007819,..,..,..,..,..,..,..,4.45161535417708,49.6357703944185,..,..,..,..,1.50317964000924,66.1834993053351,3.75376929893518,357968910,33.8165006946649
IDA total,IDA,71.3837278480299,..,27.1389375172474,..,14.556694001287,..,30904.3343279004,..,..,..,..,..,..,..,4.14606467467515,55.0745622009202,..,..,..,..,1.50095570892776,63.5112124748799,3.63420932439034,582151515,36.4887875251201
Iceland,ISL,3.42543640897756,..,..,..,..,2.10444,629.31,2557161906300,7446598.44583576,..,..,..,..,15.7087,8.32629129290581,6086.3115234375,..,..,..,2.7418999671936,1.74065103795378,6.227,2.38588402314435,322016,93.773
India,IND,450.243285831043,..,6.13670729065186,203204785,15.1797291204521,0.66584,121631.31,131751603044496,98420.5979894018,130333926308462,97361.57032756,..,..,2.1079,3.53495962917805,69.293098449707,..,..,..,..,0.435052480491827,66.4,2.31444812598978,449789369,33.6
Indonesia,IDN,146.086480787383,..,7.19042034410742,35135475,13.2764108035294,0.2381,14579.71,9.9129281E+15,37457329.300785,9.60784304523067E+15,36304524.474001,..,..,2.0532,2.98905447125435,114.971786499023,29.6,..,38.1,3.88229990005493,-0.291777405704828,45.341,2.408459093956,144652795,54.659
"Iran, Islamic Rep.",IRN,49.5309014219406,..,14.6308739123568,20974219,25.9987502037678,0.83027,46727.38,7.1757928E+15,88948076.9325405,7.18664236988126E+15,89082563.5883541,..,..,2.6286,8.65966379642487,475.479949951172,31.3,15.5,40.8,12.1000003814697,-0.602079648250561,25.606,2.07869413924835,60016579,74.394
Iraq,IRQ,86.5016316022141,..,25.216541651556,9407171,25.0505308781259,0.04455,2259.36,202808494050300,5400625.16409371,..,..,..,..,1.8126,4.16663028299809,210.313705444336,..,..,..,13.0200004577637,1.92371325062687,29.722,2.80303526619613,26391343,70.278
Ireland,IRL,69.7835389751778,..,39.2721737863202,1188418,24.7206591188396,..,7108.63,294695874600,61300.6220009702,235265572476.528,48938.3366760761,..,..,16.0996,7.18438327312469,4976.8623046875,..,..,..,6.71239995956421,0.523520295467759,37.053,1.42284687903925,3026107,62.947
Isle of Man,IMN,146.663157894737,..,..,..,..,..,..,5058270000,60507.0695471184,..,..,..,..,..,..,..,..,..,..,..,0.130923025901845,47.542,0.592346984653139,43854,52.458
Israel,ISR,402.647874306839,..,48.5436167960949,5029104,57.7175582156014,4.81602,12270.41,1254582561000,143984.777409248,1241786942966.59,142516.261688062,..,..,5.7002,7.40746408700943,3144.62622070313,..,..,..,4.21500015258789,0.900284286982114,7.664,2.02540415954727,8045513,92.336
Italy,ITA,205.809169103148,..,9.8375029723027,11279511,18.6325143641357,1.37744,71485.25,1704732500000,28160.3101351281,1714098953546.01,28315.0336690092,..,..,6.0605,8.84025916457176,2840.13061523438,26.7,16,35.9,11.210599899292,-1.11318346522376,29.856,0.262998539787345,42462869,70.144
Jamaica,JAM,269.700184672207,..,36.3822789349061,..,..,..,166.37,875480000000,299734.358422009,850331618964.994,291124.41432862,..,..,1.4674,5.98841682076454,307.196044921875,..,..,..,11.6340999603271,-0.123912047513661,44.622,1.0085244838319,1617510,55.378
Japan,JPN,347.777586679833,..,32.2243413524392,81604072,64.3637331080547,3.21254,101084.19,545673683159500,4303902.29876853,565162428797877,4457616.24859193,..,..,..,10.9359331429005,4168.986328125,..,..,..,2.79999995231628,-1.08170256027623,8.465,-0.0792347118224776,116053379,91.535
Jordan,JOR,110.150630772697,..,22.1548366711718,1966088,20.1048493568935,..,1962.14,28418400000,2906.01260454233,28273923152.4572,2891.23867145588,..,..,3.3598,8.11925083398819,340.661804199219,..,..,..,..,-0.215159136767615,9.253,2.62193869566242,8874306,90.747
Kazakhstan,KAZ,6.68140015557284,..,17.141318638243,2779349,15.4084904923977,0.12972,1958.82,13591060217500,753477.602643474,11743894957961.9,651072.225199043,..,..,..,3.12536172568798,279.645324707031,23,4,27.5,4.90000009536743,1.19177071062538,42.664,1.48602996027008,10342139,57.336
Kenya,KEN,88.2409828864603,..,31.6524995674607,5398177,10.748742873392,..,1179.58,4507377100000,89749.9979739742,4422003075213.74,88050.0473415771,..,..,1.0587,4.80254329741001,76.6103210449219,..,..,..,..,1.73644728269102,73.438,4.09228785957278,13339828,26.562
Kiribati,KIR,140.935802469136,..,..,..,..,..,2.54,188314000,1649.5909178507,370763306.244276,3247.80835547466,..,..,..,10.7575967907906,171.41748046875,..,..,..,..,-0.280741341043631,46.738,2.97797038978645,60803,53.262
"Korea, Dem. People’s Rep.",PRK,211.194958890458,..,19.2233886946941,3015132,11.8566015670084,..,58.71,..,..,..,..,..,..,4.4489,..,..,..,..,..,..,-0.0568523976515621,38.322,0.818034889168256,15684706,61.678
"Korea, Rep.",KOR,526.848248951154,..,23.7479198666039,25760173,50.1542339419575,4.55324,63979.21,1.7608115E+15,34282437.4272211,1.76807361613809E+15,34423828.5086023,..,..,7.1203,7.60386362671852,2283.07470703125,..,..,..,3.6528000831604,0.600446737576936,18.497,0.208604619717282,41861498,81.503
Kosovo,XKX,164.508404519151,..,..,..,..,..,261.45,5271793016.22802,2943.48642421482,5394713254.33217,3012.11849133261,..,..,..,..,..,24.6,6.7,29,30.3400001525879,..,..,..,..,..
Kuwait,KWT,227.614983164983,..,70.0602968517287,2841715,70.0602968517287,0.08118,861.13,38779600000,9560.81200187668,43799225879.1969,10798.3621403711,..,..,7.3489,5.2913848310709,1529.07763671875,..,..,..,..,..,0,2.47671019587745,4056099,100
Kyrgyz Republic,KGZ,32.3159541188738,..,43.5719197042487,..,..,0.10707,107.1,305549082332.774,49296.4219181011,289898012916.478,46771.3227899193,..,..,..,6.1858631670475,78.8228378295898,23.3,3.8,27.3,6.8899998664856,1.63500194036148,63.865,2.46366361776899,2239720,36.135
Lao PDR,LAO,30.125801559792,..,27.498442220287,..,..,..,76.98,116422000000000,16744054.9342841,..,..,..,..,1.2643,2.52808686345816,62.1246337890625,..,..,..,9.4060001373291,0.595293033643052,65.632,3.40963932299298,2389619,34.368
Last Updated: 10/15/2020,,,,,,,,,,,,,,,,,,,,,,,,,,
Late-demographic dividend,LTE,51.1135527730753,..,10.3344751251419,..,27.4007593041556,1.72797099384019,748631.422013214,..,..,..,..,..,..,..,5.69194282222498,506.216645875853,..,..,..,4.89974152470233,-1.62543224678294,38.4068728874108,2.07983590562506,1401567240,61.5931271125892
Latin America & Caribbean,LCN,31.6649404813693,..,23.2270598882401,..,37.8854079334761,0.713357337838224,104412.472353691,..,..,..,..,..,..,..,8.01741217846399,685.31702184882,..,..,..,8.02522979348124,-0.282977720224082,19.6172563692623,1.27340351497847,510035518,80.3827436307377
Latin America & Caribbean (excluding high income),LAC,31.6751040147895,..,21.7644144488388,..,37.6438908598076,0.747843327637089,95671.01,..,..,..,..,..,..,..,7.97008383649723,653.926397143921,..,..,..,8.07915735019626,-0.318142734235991,19.8078389629371,1.29231615157327,483098897,80.1921610370628
Latin America & the Caribbean (IDA & IBRD countries),TLA,31.0657907622876,..,22.856516436807,..,38.0432898329182,0.718806387316303,102555.75,..,..,..,..,..,..,..,7.95623907011897,678.874847632542,..,..,..,8.12870569157178,-0.283629158837599,19.6056683342598,1.31906579446583,497345646,80.3943316657402
Latvia,LVA,31.2358957864265,..,48.4033626156703,..,..,0.51012,1602.91,25800726000,13283.9503503157,25680066007.7838,13221.8264648921,..,..,4.7517,5.95566183328629,930.352355957031,26.9,12.8,35.6,8.71500015258789,-1.05511272788614,31.925,-0.806909776930881,1322185,68.075
Least developed countries: UN classification,LDC,55.5297414713504,..,33.4263282250696,..,12.6879856879599,..,9931.4510307927,..,..,..,..,..,..,..,4.1130700825618,47.1952864953533,..,..,..,..,1.58000982590187,66.9594678284099,4.01529703412069,325900271,33.0405321715901
Lebanon,LBN,665.872238514174,..,38.7122238249732,2331897,34.2328314106854,..,1537.56,65422013640200,9604115.29108074,65136919662486.2,9562262.78183493,..,..,1.6418,8.19554403424263,719.443481445313,..,..,..,..,0.0912619019541255,11.571,1.67460869537784,6023671,88.429
Lesotho,LSO,68.8870882740448,..,..,..,..,..,21.03,23661340909.1234,11313.5723181867,27013604865.6741,12916.4434677022,..,..,..,8.76315832138062,104.552795410156,32.9,21,44.9,..,0.217907145221464,72.27,2.28842619023004,579949,27.73
Liberia,LBR,48.8188122923588,..,57.3422671944877,1366976,29.0708149413427,..,24.52,1418656200,301.698726646177,1336201795.96637,284.16354884671,..,..,..,8.15533772110939,56.5990295410156,..,..,..,..,1.59109181382484,49.303,3.36334225129359,2383889,50.697
Libya,LBY,3.74002523386794,..,21.8890455962605,1149730,17.4711779433388,..,172.36,29685901700,4511.03886137756,..,..,..,..,6.5305,..,..,..,..,..,..,-0.00820633280904488,20.183,1.70252901684165,5252536,79.817
Liechtenstein,LIE,236.25,..,..,..,..,..,33.89,..,..,..,..,..,..,..,..,..,..,..,..,..,0.361887776831987,85.685,0.463092427119094,5411,14.315
Lithuania,LTU,45.151861559541,..,27.9873273548472,..,..,0.89808,2404.65,39901540400,14107.4452261577,38394443022.9043,13574.6012936998,..,..,7.9795,6.45756423473358,1078.17919921875,28.4,13.5,37.3,7.07320022583008,-1.85912491637334,32.484,-1.17585729154485,1909625,67.516
Low & middle income,LMY,68.3217544724846,..,15.077554801226,..,21.0538494905206,1.38055282715479,997634.204245922,..,..,..,..,..,..,..,5.38844390062121,249.513676366239,..,..,..,..,0.181881313700515,50.2184262595195,2.39211725085514,3127399754,49.7815737404805
Low income,LIC,50.7453312932772,..,31.7716597114023,..,12.176037903933,..,4724.98,..,..,..,..,..,..,..,5.69627117436139,44.8095965381493,..,..,..,..,2.01052714591437,67.5074379749682,3.80984304037418,206261708,32.4925620250318
Lower middle income,LMC,129.193114294168,..,17.1889154667947,..,15.9939476506192,0.584132191005412,190835.85924584,..,..,..,..,..,..,..,4.04510521790447,80.5009177413571,..,..,..,..,0.713453938677631,61.2559750382931,2.67319958691354,1097024169,38.7440249617069
Luxembourg,LUX,245.405761316872,..,..,..,..,1.30327,814.16,55428311000,92948.1215288026,35677974928.4336,59828.64514038,..,..,12.1744,5.4810743778944,5782.62841796875,25.8,14.9,34.9,5.52159976959229,-0.407861820387279,9.273,2.72571786341686,541038,90.727
"Macao SAR, China",MAC,20479.7699938293,..,99.9971088285134,..,..,0.1715,..,407328000000,654252.832946505,372540000000,598376.125348346,..,..,..,..,..,..,..,..,2,..,0,1.57828017648679,622585,100
Madagascar,MDG,43.9507390855964,..,31.0953152484245,2903952,11.3566314985917,0.01465,138.99,20307794056000,794187.140983335,19724863871431.7,771390.196352198,..,..,..,5.50203807651997,24.6708374023438,..,..,..,..,1.63616488975993,63.478,4.52027628838553,9338873,36.522
Malawi,MWI,187.423207467119,..,33.4005777056802,986455,5.58257207307646,..,228.59,1363196000000,77146.3464600974,1322578563275.28,74847.7138013409,..,..,..,9.64823141694069,32.2593841552734,..,..,..,28.6665000915527,2.4171875969988,83.286,3.91888182949838,2953407,16.714
Malaysia,MYS,94.6736508902755,..,31.1854621287628,7318545,23.5284951358989,..,22257.81,1299897000000,41790.5748228229,1263145018896.37,40609.0301187439,..,..,3.4676,3.85939814150333,384.066070556641,..,..,..,3.41000008583069,-1.08194340601491,24.553,2.16798448030784,23467810,75.447
Maldives,MDV,1654.67333333333,..,..,..,..,..,7.06,66448382500,133860.02171627,..,..,..,..,6.4927,9.02997627854347,1006.93878173828,..,..,..,..,3.59882612585274,60.62,5.38697243091688,195483,39.38
Mali,MLI,15.1717306321147,..,30.773851568067,2368347,12.7933048529542,0.29175,100.89,4942623739600,266989.981933185,4771338376157.92,257737.512293544,..,..,..,3.79398502409458,31.3781051635742,..,..,..,7.41440010070801,1.65777664714237,58.428,4.91526207203567,7695972,41.572
Malta,MLT,1462.496875,..,..,..,..,0.58275,395.95,9796312074,20932.3354836228,8899749829.4431,19016.6000983829,..,..,..,9.34099927544594,2585.56396484375,23.3,9.4,29.2,4.00150012969971,1.5357282537464,5.45399999999999,2.80849999019216,442474,94.546
Marshall Islands,MHL,322.544444444444,..,..,..,..,..,0.72,194598100,3351.78786730511,254756490.031847,4387.96531110006,..,..,..,16.4029404520988,642.199157714844,..,..,..,..,-1.16523248717065,23.366,1.08925169067829,44492,76.634
Mauritania,MRT,4.15501503832347,..,51.0138902948289,1154050,26.9475787225159,..,16.07,220401395900,51464.7022795169,217293470118.897,50738.9878421008,..,..,1.0673,4.40315157175064,48.8171310424805,..,..,..,10.3359003067017,1.00830990389972,47.176,4.46427832683847,2262227,52.824
Mauritius,MUS,622.962068965517,..,..,..,..,0.36636,168.32,345279331200,273031.616154507,373729025994.896,295528.375870639,..,..,3.5152,5.71872070431709,599.699768066406,29.9,10.9,36.8,6.75220012664795,0.206861836319785,59.159,-0.0785780130389972,516481,40.841
Mexico,MEX,64.1875171686515,..,21.5744877335668,50750263,40.6726650108316,0.32829,16004.9,18163652000000,145568.532949144,17708188554982.2,141918.322875575,..,..,2.5076,5.51654137670994,494.677642822266,..,..,..,3.41960000991821,-0.266174969952926,20.133,1.52773151252388,99655905,79.867
"Micronesia, Fed. Sts.",FSM,159.227142857143,..,..,..,..,..,6.58,250550900,2247.91986290923,..,..,..,..,..,12.3515494167805,424.809783935547,..,..,..,..,1.01604155208442,77.392,1.4872540556553,25199,22.608
Middle East & North Africa,MEA,39.3154160837346,..,25.7832975939556,..,25.7766888573114,..,109457.45,..,..,..,..,..,..,..,5.68518577412915,458.960856789522,..,..,..,10.6296400034987,0.805436405164912,34.9474202923294,2.28972793913096,287047912,65.0525797076706
Middle East & North Africa (IDA & IBRD countries),TMN,43.0907955401571,..,24.0257302601637,..,21.8292414586593,0.602901759893146,80233.57,..,..,..,..,..,..,..,6.68457105669411,262.153071659075,..,..,..,12.4499596549451,0.836801346085309,38.904551773348,2.2402836191947,227331242,61.095448226652
Middle East & North Africa (excluding high income),MNA,43.5763129202665,..,23.9573528006143,..,21.8292414586593,0.602901759893146,80558.53,..,..,..,..,..,..,..,6.68457105669411,262.153071659075,..,..,..,12.6370525138893,0.837231102598722,38.7294748099768,2.24214410397983,230712172,61.2705251900232
Middle income,MIC,71.0885618320653,..,13.9039595253538,..,22.0014231459279,1.38604849995825,992910.171543551,..,..,..,..,..,..,..,5.38464741030081,269.496705965721,..,..,..,5.59524890812962,-0.0996087153055214,48.2750689306557,2.29347382177814,2921138046,51.7249310693443
Moldova,MDA,95.9751280175567,..,43.9337559583561,..,..,0.25374,257.06,113198807340.901,41086.1400111721,120019798587.599,43561.8569198569,..,..,4.9235,7.0129506289959,191.185775756836,21.7,4.5,25.9,4.09759998321533,-1.77203615425287,57.443,-1.58370780613681,1172513,42.557
Monaco,MCO,19196,..,..,..,..,..,51.35,5391750400,140439.424880183,..,..,..,..,..,1.77270229905844,2932.421875,..,..,..,..,..,0,0.842253416153839,38392,100
Mongolia,MNG,2.00428628440485,..,68.8968667334062,1466589,47.0999708071767,0.13475,146.56,16891768343077.5,5424844.96911229,14364636138919.8,4613248.44792127,..,..,3.8313,4.00230102241039,148.784454345703,..,..,..,6.35939979553223,1.65290143341495,31.637,1.95785503453462,2128673,68.363
Montenegro,MNE,46.2730855018587,..,..,..,..,0.34898,284.38,2836759991.71987,4557.9740633348,2904607919.96039,4666.98895993302,..,..,..,..,..,..,..,..,16.0711002349854,-0.986310410880454,33.523,0.518095695405891,413735,66.477
Morocco,MAR,79.7250593771006,..,16.5843799981178,7722492,21.7037975066337,..,4707.82,951069000000,26320.6784519217,932050997103.667,25794.3583436729,..,..,1.3887,5.24520017206669,161.010864257813,..,..,..,..,-0.14136769642684,38.092,2.17612697879871,22027667,61.908
Mozambique,MOZ,36.4315051247489,..,15.7937997569285,2705370,9.44315452190018,..,133.25,638487581600,22286.5519073663,618395297354.072,21585.2262297982,..,..,0.6842,4.94119822978973,21.0711555480957,..,..,..,..,2.08439110939889,64.545,4.40389511182239,10157505,35.455
Myanmar,MMR,81.7397271390948,..,31.2191590287957,6390977,11.9720269801117,0.03186,141.03,83510030100000,1564368.53624593,81185560034435.7,1520824.93041008,..,..,1.0054,4.65907230973244,58.0439567565918,25.5,6.7,30.7,1.55610001087189,0.290113524671755,69.678,1.42861390295873,16186666,30.322
Namibia,NAM,2.91829489001445,..,33.2713887256284,..,..,..,115.28,144427934900,60113.1085327039,141629223414.145,58948.2421416045,..,..,2.0199,8.55095684528351,447.280639648438,..,..,..,..,-0.154466761645763,50.995,4.02560749612495,1177396,49.005
Nauru,NRU,643.8,..,..,..,..,..,0,82000000,6368.43740292016,..,..,..,..,..,11.0175155103207,1106.7509765625,..,..,..,..,..,0,-1.33463890435481,12876,100
Nepal,NPL,192.724966864318,..,23.9136567501831,1277463,4.62394493179963,..,674.78,832060332400,30117.5153953774,842639659252.027,30500.4480108761,..,..,2.8479,5.55329509079456,47.9153633117676,..,..,..,11.3554000854492,0.846352701353124,80.664,3.39232344263204,5341981,19.336
Netherlands,NLD,508.497951914515,..,7.19799880405085,2130233,12.4347451588018,1.98308,31048.39,725656676500,42358.5393948012,731130356241.85,42678.0528596231,..,..,11.1839,10.1008348166943,4911.4404296875,23.3,7.8,28.5,4.83860015869141,-4.24348486287867,8.923,1.07768610579971,15602670,91.077
New Caledonia,NCL,15.3364332603939,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-0.087505324828273,29.744,1.98594923847878,196963,70.256
New Zealand,NZL,18.2062967604724,..,36.8065476922839,1525666,31.8251527983479,1.3657,7970.15,272188499100,56778.0928054402,261578162961.062,54564.7933751355,..,..,12.3207,9.1700553894043,3937.22192382813,..,..,..,4.7039999961853,1.63645256417411,13.534,2.19932745433404,4145094,86.466
Nicaragua,NIC,53.0567974073459,..,27.9597572150819,1040748,16.3002605384147,..,41.43,186134000000,29152.4239783049,180728960116.769,28305.8832372496,..,..,1.5524,8.64546522498131,192.083389282227,..,..,..,3.29999995231628,0.774886694760672,41.701,1.63401987666546,3722307,58.299
Niger,NER,17.0541343648851,..,33.3473008524339,1177828,5.45228342386001,..,58.63,6342024000000,293578.623779723,6238833022392.53,288801.810385058,..,..,..,7.73996263742447,29.2616500854492,..,..,..,7.76889991760254,3.7674553466396,83.65,4.20678849910115,3532004,16.35
Nigeria,NGA,209.573559735169,..,13.7986832320913,31259002,16.3768322748904,..,4432.57,69205691115000,362573.954171099,67550416773171.7,353901.844208967,..,..,..,3.75553853809834,73.9249801635742,..,..,..,8.38850021362305,0.965170394150296,50.481,4.3103311784595,94518555,49.519
North America,NAC,19.8230935896869,..,8.35742455652497,..,45.9942473195639,2.72796879064586,492524.729971515,..,..,..,..,..,..,..,16.5547589598848,9691.08933947145,..,..,..,4.57217149455119,-0.311254502674046,18.0103826295314,0.912466806014194,296468499,81.9896173704686
North Macedonia,MKD,82.5533703409992,..,47.9019987341046,..,..,0.35525,498.61,440013000000,211341.904595398,421479037688.692,202439.888303672,..,..,..,6.06211498379707,328.419799804688,23.8,17.7,34.2,22.3812007904053,-0.376810675208473,42.252,0.380992523523744,1202311,57.748
Northern Mariana Islands,MNP,122.960869565217,..,..,..,..,..,..,1326000000,23443.3011562533,..,..,..,..,..,..,..,..,..,..,..,-0.354203933192138,8.47,0.758115525181408,51771,91.53
Norway,NOR,14.4525759458847,..,23.0875081533577,997451,18.9019717383164,2.09343,11670.76,3217561000000,609736.689705149,3349139386720.16,634671.157134202,..,..,18.1559,10.4463420808315,7936.375,21.6,8.2,27,4.16209983825684,-1.29909248850201,18.129,1.28024610929856,4320306,81.871
Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
OECD members,OED,37.7919367502269,..,18.0376704787607,..,37.1601298451206,2.50828122582418,1445416.25,..,..,..,..,..,..,..,12.508275229507,4675.68324696195,..,..,..,5.88538383877539,-0.399490621972475,19.6032678099882,0.865645258242793,1081226098,80.3967321900118
Oman,OMN,15.075718901454,..,35.3308856061587,1377500,29.5224858468881,0.2276,785.83,28825200000,6177.79716176929,27857511226.4099,5970.40276523568,..,..,4.2731,3.849071636796,587.646301269531,..,..,..,..,-2.16431617774653,16.44,5.36060241128846,3898855,83.56
Other small states,OSS,14.8383003899119,..,..,..,..,..,6740.19062288331,..,..,..,..,..,..,..,4.56089379290344,639.897020371404,..,..,..,..,0.721214994585992,38.3753645108926,2.8969629120227,18579089,61.6246354891074
Pacific island small states,PSS,37.7271962616822,..,..,..,..,..,186.700009344448,..,..,..,..,..,..,..,4.99446155113601,199.00904111287,..,..,..,..,1.02035069720799,61.4695313865817,2.04931656642975,933241,38.5304686134183
Pakistan,PAK,269.687481838937,..,19.8265469456801,41324998,19.8776607723319,0.23597,11487.23,12408775080000,59687.2192565879,13080333847189.2,62917.4716483418,..,..,0.5986,2.89863366633654,44.5929641723633,..,..,..,..,1.74827144372385,63.558,2.64740189244981,75761710,36.442
Palau,PLW,38.7130434782609,..,..,..,..,..,5.96,272667800,15311.5341419587,286908812.543979,16111.2316118586,..,..,..,11.9611620903015,1596.36291503906,..,..,..,..,-2.33975982140386,20.635,1.21015144259561,14133,79.365
Panama,PAN,55.2430858218994,..,63.1084978055511,1745913,42.5130351801939,0.14699,176.81,40315800000,9816.90968403157,37707180854.3768,9181.71012076808,..,..,3.0866,7.31949135661125,1112.30322265625,37.7,23.5,49.9,3.89980006217957,0.681220771310088,32.635,2.21459813777338,2766526,67.365
Papua New Guinea,PNG,18.6327540520249,..,32.512385226914,..,..,..,57.68,63926378089.1429,7575.98463920222,..,..,..,..,0.2253,2.46927607804537,61.4578399658203,..,..,..,..,1.93032073983551,86.898,2.38783051934562,1105551,13.102
Paraguay,PRY,17.2843241882708,..,74.4728185638753,3134940,45.6518377145859,0.14883,135.43,202829015924200,29536505.7027591,196581560411430,28626734.4624863,..,..,0.7387,6.65456876158714,381.113067626953,39.2,18.5,48.8,4.61460018157959,0.601795194433341,38.7,1.75530488581108,4209509,61.3
Peru,PER,24.56585703125,..,41.714809267407,10194477,32.4207502556028,0.12101,1378.89,514215000000,16353.2038894048,490064714759.973,15585.1700154077,..,..,2.213,4.99515049159527,332.570922851563,32.3,20.1,43.3,3.34870004653931,0.852823941095853,22.28,1.89509446122923,24438508,77.72
Philippines,PHL,352.72919475467,..,27.0316426571466,14977445,14.2407342231007,..,1855.39,17175978086071.6,163311.2583258,19090176793366.1,181511.689067348,..,..,5.2744,4.44640778005123,132.900985717773,..,..,..,2.5518000125885,1.05800792331777,53.318,1.88990452758955,49096983,46.682
Poland,POL,124.0237303635,..,7.70457304518613,1758551,4.63083359486624,1.03445,34675.67,1814368000000,47778.1781014612,1739808562349.34,45814.7869419951,..,..,5.7029,6.5419539809227,906.820129394531,23.5,9.4,29.7,4.88740015029907,0.195629438247021,39.895,-0.108901258043135,22824769,60.105
Portugal,PRT,112.441821058412,..,43.7368511941856,4216806,40.9386716891741,1.32833,14391.44,189771056800,18423.8378299661,185302336391.778,17989.994115878,..,..,6.9746,8.96957442164421,1908.03393554688,26.7,11,33.8,8.86699962615967,-1.83243296504409,35.348,0.635424721292054,6659350,64.652
Post-demographic dividend,PST,35.1332284224799,..,17.4750992371958,..,36.8084082527929,2.58573924612248,1359236.88009237,..,..,..,..,..,..,..,12.9548025451512,5550.62460893834,..,..,..,5.8302113712658,-0.568802679102077,18.9014107867485,0.589135018434234,896765168,81.0985892132515
Pre-demographic dividend,PRE,50.2836403648326,..,28.6469528727144,..,15.9290096940296,..,12823.98,..,..,..,..,..,..,..,4.35413175439195,65.896891395763,..,..,..,..,1.88982100697457,59.3191859208554,4.21776303772184,363895058,40.6808140791446
Puerto Rico,PRI,374.891319052988,..,78.9612584691368,2457302,73.8974632557921,..,576.23,9900000000,2977.18752612557,4736247954.11397,1424.31296258847,..,..,..,..,..,..,..,..,10.8000001907349,-2.18370960140111,6.413,-2.43405340742061,3112035,93.587
Qatar,QAT,234.687683031869,..,24.4134876178044,..,..,..,1385.2,808858000000,296858.691008704,807352515006.958,296306.163489204,..,..,..,2.60742865502834,1649.18615722656,..,..,..,0.140000000596046,-3.9952258874607,0.921999999999997,2.67944998873614,2699602,99.078
Romania,ROU,85.132519123783,..,17.326873016785,1830515,9.34542246528233,0.5039,11039.56,428634600000,21883.3028969296,421737198127.576,21531.1662883215,..,..,7.3891,5.15788830816746,555.104736328125,24.9,19.2,36,4.92689990997314,-0.663405475490221,46.064,-0.518512123896522,10564601,53.936
Russian Federation,RUS,8.82322079860193,..,11.44715433189,33191473,22.9703957334954,1.10656,70825.09,87179270246611.3,593692.755356939,84794704366776.2,577453.809062427,..,..,8.5429,5.34457787871361,585.873229980469,29.2,11.3,37.2,5.21229982376099,-0.389790739766844,25.708,0.27931318576074,107349518,74.292
Rwanda,RWA,485.648034049453,..,49.766709638428,1021081,8.52254710962924,..,127.1,7694234000000,642206.364994658,7437582970325.91,620784.749166606,..,..,1.1229,6.57159835100174,49.2044563293457,..,..,..,17.357400894165,2.55645026934328,82.875,3.04335569055637,2051735,17.125
Samoa,WSM,69.0289752650177,..,..,..,..,..,10.22,2017198800,10325.9695319219,..,..,..,..,..,5.48278577625752,233.065063476563,..,..,..,14.4718999862671,0.700475305090603,81.548,-0.815067990542791,36046,18.452
San Marino,SMR,561.183333333333,..,..,..,..,..,11.61,1194000000,35460.7822755487,..,..,..,..,..,7.36408308148384,3361.64477539063,..,..,..,..,-4.8500351096834,2.928,0.66304690835739,32685,97.072
Sao Tome and Principe,STP,215.717708333333,..,..,..,..,..,0.88,4077431100,19689.2693479615,..,..,..,..,..,6.22999146580696,119.695655822754,49.1,16.9,56.3,..,-1.1952197078429,28.032,3.10740601605141,149038,71.968
Saudi Arabia,SAU,15.3971721504031,..,24.0951560054424,15414711,46.5713240283806,..,10041.39,2568569261400,77602.2796418288,2602685783955.16,78633.016855545,..,..,5.4627,5.23025318980217,1093.40551757813,..,..,..,5.8899998664856,0.663237647631668,16.378,2.26823725752786,27678169,83.622
Senegal,SEN,80.0881992416766,..,40.2817309070505,2903112,18.8276818634937,..,368.29,11877428237600,770292.156189668,11531914592646.7,747884.405518397,..,..,0.3127,4.13406379520893,55.0140380859375,..,..,..,..,1.97046724569643,53.26,3.7551352731399,7207019,46.74
