CountryName,CountryCode,EN.POP.DNST,EN.POP.SLUM.UR.ZS,EN.URB.LCTY.UR.ZS,EN.URB.MCTY,EN.URB.MCTY.TL.ZS,GB.XPD.RSDV.GD.ZS,IP.JRN.ARTC.SC,NY.GDP.MKTP.KN,NY.GDP.PCAP.KN,NY.GNP.MKTP.KN,NY.GNP.PCAP.KN,SH.MED.BEDS.ZS,SH.MED.CMHW.P3,SH.MED.NUMW.P3,SH.XPD.CHEX.GD.ZS,SH.XPD.CHEX.PC.CD,SI.DST.10TH.10,SI.DST.50MD,SI.POV.GINI,SL.UEM.TOTL.NE.ZS,SP.RUR.TOTL.ZG,SP.RUR.TOTL.ZS,SP.URB.GROW,SP.URB.TOTL,SP.URB.TOTL.IN.ZS
Bahrain,BHR,1920.40352364259,..,39.0210918533139,..,..,..,259.34,12431130000,8320.29069510613,11774982981.5573,7881.12434963546,..,..,..,4.74810488522053,1127.18627929688,..,..,..,..,3.79393577846457,10.814,4.78571321625689,1332505,89.186
Bangladesh,BGD,1226.63127448721,..,33.0005943094854,23614938,14.7897853676788,..,2990.72,9478975000000,59365.8157203687,9871386252922.38,61823.4458045908,..,..,0.3163,2.27424874901772,36.2823371887207,..,..,..,4.37230014801025,-0.130771076576516,64.142,3.25524439189964,57254681,35.858
Barbados,BRB,665.658139534884,..,..,..,..,..,48.84,9305000000,32508.4808530114,..,..,..,..,3.0189,6.77912682294846,1183.83618164063,..,..,..,..,0.202187554590454,68.841,0.0437379096887506,89187,31.159
Belarus,BLR,46.792242075569,..,26.7426894265132,1984675,20.8951341002945,0.58411,1064.9,77448300000,8153.94265731085,74542234228.8274,7847.98508746729,..,..,..,5.92578575015068,342.499908447266,21.3,5.2,25.4,5.65000009536743,-2.17456712985955,21.866,0.572798444025777,7421374,78.134
Belgium,BEL,375.66571994716,..,18.250677833757,3060889,26.9085405231294,2.70234,16278.27,430912200000,37881.8650255232,435562727996.71,38290.6969728869,..,..,18.9734,10.338669270277,4507.3564453125,21.9,10,27.4,7.08620023727417,-1.65392677779666,2.039,0.428116624357897,11143219,97.961
Belize,BLZ,16.4738711091626,..,..,..,..,..,11.38,2756100000,7334.55926380303,2533908328.90139,6743.26069713412,..,..,185.314,5.64282275736332,280.498809814453,..,..,..,6.59549999237061,1.7862773855118,54.399,2.21275379691973,171354,45.601
Benin,BEN,99.1061014544165,..,16.5918193700122,..,..,..,209.42,7352276000000,657909.779544069,7271029216898.24,650639.506616456,..,..,..,3.71858216822147,30.7664470672607,..,..,..,..,1.7426080255563,53.232,3.90923505133189,5226419,46.768
Bermuda,BMU,1182.83331244375,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,-1.06053459607618,63873,100
Bhutan,BTN,19.5461414400175,..,..,..,..,..,44.3,66017033900,88545.9594564144,60336717017.1621,80927.1817153661,..,..,1.6349,3.18696238100529,96.7993011474609,27.9,13.8,37.4,..,-0.0320507435490387,59.833,3.05206233010632,299472,40.167
Bolivia,BOL,10.3321831440967,..,23.161167114846,4597591,41.0761276793211,..,88.05,46235900000,4130.84098121891,44939716795.7273,4015.03645055384,..,..,1.5589,6.44316077232361,220.274566650391,31.7,21.5,44,3.65459990501404,0.349224875317859,30.92,1.94554356773789,7732024,69.08
Bosnia and Herzegovina,BIH,65.45951171875,..,21.3457503130108,..,..,0.20048,724.8,30113064900,8984.87910137678,30000749980.4551,8951.36753499378,..,..,5.5647,8.93166735768318,460.473327636719,..,..,..,20.5272006988525,-1.71569907978279,52.124,-0.280614548496538,1604577,47.876
Botswana,BWA,3.89096748010516,..,..,..,..,..,234.51,92394800000,41899.9713395322,85238925819.0979,38654.8653044621,..,..,..,6.13456815481186,465.929321289063,..,..,..,..,-0.350584738699604,31.3,3.19304125498436,1514923,68.7
Brazil,BRA,24.8660384966033,..,11.9253580991488,86613355,41.6743292385348,1.26326,58022.38,4029774689200,19389.4067669859,3954315178417.97,19026.3305997471,..,..,9.737,9.46747660636902,928.79931640625,42,23.1,53.3,12.8224000930786,-1.12426720314677,13.691,1.11698034638051,179379301,86.309
British Virgin Islands,VGB,197.18,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0321058210610972,52.663,1.56202564101599,14001,47.337
Brunei Darussalam,BRN,80.5451612903226,..,..,..,..,..,214.24,18377500000,43294.8620995917,19404323459.4058,45713.9169261786,..,..,6.0989,2.37320773303509,671.411499023438,..,..,..,9.31599998474121,-0.30274776882331,22.688,1.52450167860416,328169,77.312
Bulgaria,BGR,65.1800571112749,..,23.977110796381,1266840,17.9034693165452,0.75239,2808.03,95989715000,13565.6351015631,93645764597.1729,13234.3790304214,..,..,..,8.09560343623161,663.715087890625,31.9,15.3,40.4,6.16440010070801,-2.06374133779488,25.331,-0.274061374886556,5283539,74.669
Burkina Faso,BFA,70.1508918128655,..,43.7913900382219,2415851,12.5869601054202,0.70072,216.88,7868513233500,409961.798798997,7569555433303.49,394385.631625286,..,..,0.8829,6.91505968570709,44.403491973877,..,..,..,..,2.03982673432816,71.257,5.03240243536194,5516726,28.743
Burundi,BDI,421.61308411215,..,61.5423477228022,..,..,..,13.19,1720337994400,158892.969517755,1717361306782.87,158618.038233117,..,..,0.8526,7.51757025718689,23.5004329681396,..,..,..,..,2.81773764427555,87.294,5.71601242230086,1375682,12.706
Cabo Verde,CPV,133.373945409429,..,..,..,..,..,14.98,152336921100,283419.109502007,147033655707.236,273552.514167031,..,..,1.28,5.16548864543438,167.589614868164,..,..,..,12.2399997711182,-0.174974427215057,34.739,1.92213425836337,350776,65.261
Cambodia,KHM,90.6946181735781,..,51.4442520895154,1892615,11.8218880466206,..,120.26,49176889018107.7,3071748.22377057,45753058377153.6,2857884.64069663,..,..,0.7007,5.91884180903435,82.0758666992188,..,..,..,0.141299992799759,1.01484381200863,77.02,3.27737495822157,3678963,22.98
Cameroon,CMR,51.9685325040723,..,25.2439115082443,6717594,27.3450366145629,..,800.58,15628987192900,636202.823568059,15329076082655.8,623994.464011434,..,..,..,4.67066690325737,67.8118133544922,..,..,..,..,1.29451765853226,44.223,3.71560979858515,13702203,55.777
Canada,CAN,4.01861558408139,..,20.2161383789393,16789334,45.9436458990687,1.67165,60214.84,2074117709700,56757.7782462628,2049863014415.32,56094.0538057643,..,..,9.9491,10.5727694928646,4754.94775390625,25.3,13.2,33.3,6.33970022201538,0.926538359387049,18.65,1.2557632011297,29727992,81.35
Caribbean small states,CSS,18.0683957021119,..,..,..,..,..,595.93,..,..,..,..,..,..,..,6.14912089214966,582.671927003548,..,..,..,..,0.344008708797475,48.9553783184939,0.900588313024357,3733908,51.0446216815061
Cayman Islands,CYM,264.091666666667,..,..,..,..,..,..,4167878100,65758.0716922786,..,..,..,..,..,..,..,..,..,..,..,..,0,1.29099616781982,63382,100
Central African Republic,CAF,7.37748884394363,..,44.2230542641915,..,..,..,18.96,713614000000,155267.548413543,742894581482.741,161638.393300202,..,..,..,5.82177564501762,24.1500549316406,..,..,..,..,0.666047112427797,59.02,2.1647560672224,1883452,40.98
Central Europe and the Baltics,CEB,92.9716130286946,..,16.890533482922,..,..,1.08911442527987,90981.03,..,..,..,..,..,..,..,6.59897797436108,934.008050740366,..,..,..,5.29346793291519,-0.417245453904499,37.7514299757853,-0.145389768614848,63953343,62.2485700242147
Chad,TCD,11.9256456480305,..,37.1657207182799,1275726,8.49534051024145,..,16.35,5114112900000,340560.045756835,5056296419276.86,336709.918920454,..,..,0.2322,4.48730140924454,29.730863571167,..,..,..,..,2.84317407493473,77.142,3.87252952807132,3432534,22.858
Channel Islands,CHI,851.843467166921,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.06118726129289,69.086,0.986805733471373,52141,30.914
Chile,CHL,24.8414839222839,..,41.0126197826741,6627552,35.8819408677834,0.35518,6791.32,147736095622350,7998515.66182861,141527527062466,7662380.25325038,..,..,12.1372,8.9835099875927,1381.98620605469,36.3,13.6,44.4,6.95809984207153,0.883076747961141,12.51,1.50294061291484,16159787,87.49
China,CHN,147.674050750889,..,3.09401212991961,378089414,27.2714063452335,2.14512,473438.51,78716277643958.4,56777.6698877004,78654295056029.8,56732.9621471729,..,..,2.6621,5.15119321644306,440.825622558594,..,..,..,3.90000009536743,-2.31081217721929,42.04,2.69354013822354,803554542,57.96
Colombia,COL,44.0748679585399,..,26.1255510822962,21284860,43.5263722062828,0.24294,6681.57,832656000000000,17027358.8718904,817308809926078,16713517.2457402,..,..,1.2714,7.22628086805344,459.197570800781,39,20.2,49.7,8.8725004196167,-0.210390946106126,19.554,1.92443092324909,39338952,80.446
Comoros,COM,437.341200057394,..,..,..,..,..,3.84,395597000000,486055.889479194,397937265983.176,488931.290617399,..,..,..,7.3843739926815,58.760929107666,..,..,..,..,2.04255730502545,71.216,2.84935102424998,234271,28.784
"Congo, Dem. Rep.",COD,35.9051472177499,..,35.3447070531655,19416198,23.8531852891525,..,135.94,11461614155600,140808.208778207,11099608726837.8,136360.900109464,..,..,0.8974,3.97872291505337,19.4316463470459,..,..,..,..,2.24265794628792,56.12,4.57294508820552,35717778,43.88
"Congo, Rep.",COG,14.9654524158126,..,62.8606447597409,3226424,63.1307401605494,..,74.33,1605414187400,314127.919686963,1420907443603.5,278025.884429086,..,..,..,2.93027926236391,49.9837226867676,..,..,..,..,1.21439272060527,33.541,3.26215373226564,3396521,66.459
Costa Rica,CRI,96.9438699569134,..,34.3879060371066,1337237,27.0151399386742,0.42336,496.72,27760988809800,5608332.68547546,26326729716869,5318580.68112734,..,..,3.1798,7.32879638671875,869.077758789063,37,18.7,48.3,8.1422004699707,-2.74808207588435,21.44,2.08338107981079,3888684,78.56
Cote d'Ivoire,CIV,76.8473867924528,..,38.9318253649397,4787992,19.5928309924403,..,197.66,31167276737500,1275388.9012606,30224625530895.8,1236814.88990925,..,..,0.5558,4.45303432643414,69.7492446899414,..,..,..,3.27250003814697,1.65595271336413,49.674,3.43597733893111,12298401,50.326
Croatia,HRV,73.7049857040743,..,29.3482762633661,..,..,0.8645,4227.47,362565000000,87904.5399343586,357188183776.218,86600.9211171447,..,..,..,6.78913369774818,902.1396484375,22.8,13.2,30.4,11.2081003189087,-1.80800195701092,43.333,-0.733638347773647,2337248,56.667
Cuba,CUB,109.010373005191,..,24.427753249912,2132206,18.803750756553,0.43066,1117.6,55771000000,4918.39898885809,..,..,..,..,7.7286,11.7113269865513,987.627014160156,..,..,..,1.70000004768372,-0.167328569398147,23.023,0.0976805253062112,8728621,76.977
Curacao,CUW,360.754504504505,..,..,..,..,..,..,3899819400,24347.241454659,..,..,..,..,..,..,..,..,..,..,..,0.958668702239061,10.797,0.242453239827214,142881,89.203
Cyprus,CYP,127.670995670996,..,..,..,..,0.56092,1193.38,19871631000,23119.4784524833,19260806487.9906,22408.8199190368,..,..,..,6.68456926941872,1731.69445800781,25.5,8.5,31.4,11.0515003204346,0.943787236932213,33.164,0.740638513954122,788451,66.836
Czech Republic,CZE,137.198109298109,..,16.452115777536,1284162,12.1210959939546,1.79079,16782.25,4913342795200,463766.251234846,4612752443721.6,435393.783391021,..,..,8.3955,7.23133906722069,1475.91516113281,21.5,4.7,24.9,2.88980007171631,-0.132433549977897,26.325,0.408265433696265,7805452,73.675
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,137.294117647059,..,25.7744496976087,1303974,22.618881591957,3.046,14345.19,2145264934100,372120.100000347,2190646077571.62,379991.964858789,..,..,..,10.1082794368267,5800.1513671875,24,6.9,28.7,5.83309984207153,-0.291439392403564,12.243,0.7744611852936,5059173,87.757
Djibouti,DJI,40.7289473684211,..,75.2119846345243,..,..,..,5.13,470572668900,498436.780224913,495930651912.394,525296.290436675,..,..,..,3.31651791930199,70.3308944702148,32.3,17.1,41.6,..,1.06476477284994,22.352,1.75455892710525,733072,77.648
Dominica,DMA,95.2773333333333,..,..,..,..,..,12.5,1133990000,15869.3218394022,..,..,..,..,6.0979,5.87688907980919,439.594451904297,..,..,..,..,-0.794656638127203,29.819,0.642137054798967,50150,70.181
Dominican Republic,DOM,217.618112192093,..,36.6659020198288,3094465,29.4342855615515,..,54.06,2337101123100,222303.053495671,2225508658929.47,211688.474054919,..,..,1.1697,6.13639503717422,433.208587646484,33.5,14.2,42.2,5.83169984817505,-3.07202000423664,19.723,2.15677671279092,8439626,80.277
Early-demographic dividend,EAR,96.8462317553793,..,17.5977707600337,..,18.6039915986807,0.716387065337403,322559.048343846,..,..,..,..,..,..,..,5.02033291903044,169.716268119907,..,..,..,..,0.599976925182631,55.2745010616866,2.23890343710164,1434060963,44.7254989383134
East Asia & Pacific,EAS,94.8527104795683,..,11.7169017069423,..,..,2.36257161455444,796300.107273587,..,..,..,..,..,..,..,6.64097318280393,671.079956165229,..,..,..,3.55423344053236,-1.3833743068612,41.8044864750229,2.21492193719199,1346701047,58.1955135249771
East Asia & Pacific (IDA & IBRD countries),TEA,129.338478726806,..,7.45779500521311,..,..,1.93297961166316,527371.024610408,..,..,..,..,..,..,..,4.91251237560182,344.289399151357,..,..,..,3.56774275712513,-1.43015388336394,45.4183850946321,2.61170714467049,1114932023,54.581614905368
East Asia & Pacific (excluding high income),EAP,129.961691848672,..,7.62120472029933,..,..,1.93297961166316,527438.20224242,..,..,..,..,..,..,..,4.91233089242928,344.273677286342,..,..,..,3.56774275712513,-1.41605828894349,45.330747343388,2.58637442750553,1130638204,54.669252656612
Ecuador,ECU,67.5848002899018,..,26.6138054927002,4636865,27.6244580024225,..,1604.01,70955691000,4227.23651877371,69378017672.3796,4133.2454912575,..,..,2.8265,8.25742930173874,518.029602050781,33.8,19.1,44.7,3.83619999885559,1.39489695917429,36.33,1.98236525920676,10687239,63.67
"Egypt, Arab Rep.",EGY,96.8834125269978,..,47.7065097835033,24633602,25.5422435603738,0.67941,11392.95,3470000000000,35979.9533801419,3402296808400,35277.9482857745,..,..,1.9271,5.28763681650162,105.768455505371,26.9,5.2,31.5,11.7372999191284,2.13797133103534,57.295,2.02762894599877,41185809,42.705
El Salvador,SLV,308.307046332046,..,24.250263664544,1104147,17.2843755958324,0.18115,31.65,24257490000,3797.28032745774,22877855265.8836,3581.31157574693,..,..,1.8375,7.22756013274193,282.491027832031,29.1,14.5,38,4.38500022888184,-2.15701841132845,28.725,1.59374160921928,4553134,71.275
Equatorial Guinea,GNQ,44.9911229946524,..,39.094288371805,..,..,..,3.33,5740407337632.63,4548655.14182051,4545632034298.14,3601924.27287945,..,..,0.5024,3.10709420591593,301.150054931641,..,..,..,..,2.00499834168847,28.354,4.49226200046691,904173,71.646
Eritrea,ERI,..,..,..,..,..,..,13.65,..,..,..,..,..,..,1.3267,2.87002343684435,32.9119987487793,..,..,..,..,..,..,..,..,..
Estonia,EST,30.3055900621118,..,47.4986937555439,..,..,1.28867,1559,22555281600,17121.2657812756,22017439425.0408,16713.0004805287,..,..,6.5272,6.42935782670975,1300.48168945313,22.5,9.6,30.4,5.76039981842041,-0.370082843234162,31.283,0.345466678877461,905267,68.717
Eswatini,SWZ,65.3926162790698,..,..,..,..,..,33.12,40870841600,36337.6151030493,38342825692.6507,34089.9963748936,..,..,3.9394,6.93037807941437,224.736770629883,..,..,..,..,0.745000770044237,76.375,1.66704363141809,265723,23.625
Ethiopia,ETH,106.400024,..,19.5094643205446,4215965,3.96237222653258,0.27441,1657.99,1718073265000,16147.301479932,1707960515438.9,16052.2568626385,..,..,0.8286,3.50255742669106,25.2619533538818,..,..,..,..,2.10785582014171,79.69,4.87383095195681,21609845,20.31
Euro area,EMU,127.351000451892,..,15.6555121593948,..,19.3822765930365,2.1944376987026,425460.43,..,..,..,..,..,..,..,10.1351066328336,3761.33529352997,..,..,..,9.06130382618554,-0.726837285713714,23.2300887806268,0.484214220254572,261910991,76.7699112193732
Europe & Central Asia,ECS,33.330235971966,..,16.7520948418436,..,20.3793366783397,1.96892018609933,796657.293343855,..,..,..,..,..,..,..,9.26357236567126,2192.44307690792,..,..,..,7.49159906569152,-0.266379380461501,27.9833323611743,0.666062841529453,657364148,72.0166676388257
Europe & Central Asia (IDA & IBRD countries),TEC,19.8820872853421,..,17.2281726335686,..,20.6150117383953,0.906635611946318,178816.3,..,..,..,..,..,..,..,5.40502908635141,462.715268773023,..,..,..,7.11480346138869,0.0238256915600772,33.8362220638128,0.738909867811557,301167826,66.1637779361872
Europe & Central Asia (excluding high income),ECA,17.6530918103949,..,17.9375464218383,..,22.9080516578102,0.913293832801678,128873.6,..,..,..,..,..,..,..,5.20306913922785,410.185185436188,..,..,..,7.41526040072339,0.077949163159758,32.5433084718962,0.876369734701868,265441208,67.4566915281038
European Union,EUU,111.62313331474,..,15.8206415038269,..,17.3188888751646,2.16645829048118,536753,..,..,..,..,..,..,..,9.87256647855253,3261.42622643507,..,..,..,8.13780346365731,-0.635951057709377,25.693131386528,0.41716116022134,331506178,74.306868613472
Faroe Islands,FRO,34.6210586582365,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.09265529332555,58.086,0.653758952704235,20257,41.914
Fiji,FJI,48.0273125342091,..,..,..,..,..,135.47,10369009800,11817.0875220381,..,..,..,..,..,3.50074470043182,188.414321899414,..,..,..,..,-0.560553546124236,44.258,1.49191784948221,489113,55.742
Finland,FIN,18.1244908031983,..,26.8065126713766,1259875,22.8726589054093,2.7569,10768.81,223846011300,40638.5829054572,223891460881.758,40646.8341429288,..,..,..,9.20693874359131,4205.74267578125,22.6,6.9,27.4,8.64019966125488,-0.105470568591836,14.675,0.293287960802983,4699884,85.325
Fragile and conflict affected situations,FCS,46.0692633905028,..,25.3590538966523,..,17.5459246975921,..,13020.3614386841,..,..,..,..,..,..,..,4.66469368434254,78.7146959584749,..,..,..,..,1.46121974444908,55.9164356948869,3.20388744460925,335822881,44.0835643051131
France,FRA,122.114008137994,..,20.2284479633508,15165467,22.6809359883534,2.20557,70100.94,2273442193600,34000.7972496088,2327501305766.09,34809.2862085221,..,..,11.162,11.3128922879696,4379.72705078125,25.8,10.1,31.6,9.40489959716797,-1.10820584422079,19.82,0.538562017646172,53611859,80.18
French Polynesia,PYF,75.4379781420765,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.424532299402032,38.216,0.635710608872919,170587,61.784
Gabon,GAB,8.01343967089688,..,43.0429616421102,..,..,..,62.92,5485074685700,2656438.19625217,5030095298954.35,2436090.30844501,..,..,2.946,2.78074592351913,204.492248535156,27.7,15.7,38,..,-0.91615978834885,11.024,3.26664177969623,1837197,88.976
"Gambia, The",GMB,218.764229249012,..,32.1591117458434,..,..,..,47.17,54227525500,24494.1833258503,53206571159.5565,24033.0255918109,..,..,..,3.2820712774992,23.2723255157471,..,..,..,..,1.25489472331524,39.401,4.0987451457514,1341598,60.599
Georgia,GEO,65.2227859617201,..,49.6393124549141,1077597,28.9054679125881,0.29104,547.49,36612400000,9820.91220932166,34776494800.4615,9328.44889663786,..,..,4.8564,7.60165899991989,293.053588867188,28.9,14.8,37.9,13.9388999938965,-0.925479745646184,41.769,0.692303719304226,2170854,58.231
Germany,DEU,236.595494618731,..,5.54203552537168,7893815,9.55008627097315,3.03763,107803.17,3173998330000,38399.6304390522,3255402155804.51,39384.4692770796,..,..,13.2352,11.2468346953392,5033.4521484375,..,..,..,3.74550008773804,0.211141645524424,22.739,0.421625391544917,63861626,77.261
Ghana,GHA,127.983963259207,..,18.0177378427827,5295610,18.1845553062893,..,1074.54,145438180300,4994.19072271452,141458601278.688,4857.53625833969,..,..,2.3519,3.26237045228481,66.7494125366211,..,..,..,4.22279977798462,0.755751446639557,44.593,3.41521084370491,16135333,55.407
Gibraltar,GIB,3372.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,-0.0266805011587876,33728,100
Greece,GRC,83.4342823894492,..,37.2934052070788,3157451,29.3588585954076,1.13109,10986.92,179582696900,16698.0992087258,179930919669.301,16730.4779314474,..,..,3.6331,8.04139003157616,1516.58776855469,25.9,14.9,34.4,21.4876003265381,-1.7693090614854,21.276,0.231212226024939,8466513,78.724
Greenland,GRL,0.136854671701791,..,..,..,..,..,24.29,15052700000,267975.14776045,..,..,..,..,..,..,..,..,..,..,..,-1.85226970493326,13.426,0.261497271513681,48630,86.574
Grenada,GRD,326.1,..,..,..,..,..,53.06,2369630000,21372.2784421956,..,..,..,..,3.0568,4.7571174800396,497.236053466797,..,..,..,..,0.410573538401183,63.836,0.808828859501215,40096,36.164
Guam,GUM,304.224074074074,..,..,..,..,..,..,5217000000,31756.563449212,..,..,..,..,..,..,..,..,..,..,..,-0.720785684503928,5.301,0.899438188094272,155572,94.699
Guatemala,GTM,150.125214632325,..,34.5023974307696,2813016,17.4858140691067,0.028,103.77,478858568000,29766.0300739373,468576822281.296,29126.9128632883,..,..,0.0686,5.81384375691414,259.935028076172,..,..,..,2.46199989318848,0.898366369750732,49.32,2.34251413808824,8153103,50.68
Guinea,GIN,49.1109352108091,..,41.6495922751054,1798985,14.907637754475,..,38.02,60069415000000,4977768.45800954,59746056469173.5,4950972.72684791,..,..,..,4.12308685481548,33.7201118469238,..,..,..,..,2.24771677104745,64.207,3.69971402389477,4319334,35.793
Guinea-Bissau,GNB,65.0123044096728,..,68.4009746566348,..,..,..,16.33,482793916000,264089.364853792,483978660602.325,264737.422832928,..,..,..,7.23586902022362,52.3594093322754,..,..,..,..,1.81260108068141,57.055,3.49603163738801,785097,42.945
Guyana,GUY,3.93813055626111,..,..,..,..,..,15.74,451573000000,582508.729768672,441067666948.982,568957.32565163,..,..,0.7869,4.94550988078117,230.527282714844,..,..,..,..,0.422317988616548,73.462,0.70975734597242,205728,26.538
Haiti,HTI,398.489332365747,..,43.0424880585114,2568981,23.3918720246621,..,41.52,16039001400,1460.43224201415,16185772353.0017,1473.79648001184,..,..,..,8.03550109267235,62.3532791137695,..,..,..,..,-0.754463082946753,45.654,3.0685972554741,5968477,54.346
Heavily indebted poor countries (HIPC),HPC,43.6800362578349,..,32.2552453879547,..,14.002562923595,..,7966.94695383509,..,..,..,..,..,..,..,5.16961891726117,53.2310967934123,..,..,..,..,2.08485228634929,64.4556077119924,4.13997431921223,269819694,35.5443922880076
High income,HIC,34.6273338931752,..,19.3375108970362,..,..,2.5545624844437,1475027.14195224,..,..,..,..,..,..,..,12.487861039237,5284.11754994531,..,..,..,5.61263196295265,-0.437000065143593,19.3223268301354,0.715109066875996,988297046,80.6776731698646
Honduras,HND,84.2703816248101,..,24.7629025246941,1318213,13.9803922213279,0.04,43.62,207061400000,21960.0291143941,194941143670.892,20674.607583094,..,..,0.7378,7.85842537879944,195.935745239258,37.7,24.7,50.5,5.5278000831604,0.224062996188169,43.543,2.83947465362156,5323338,56.457
"Hong Kong SAR, China",HKG,7039.71428571429,..,99.637201185113,7364883,99.637201185113,0.79925,..,2659384000000,359779.752966165,2774936000000,375412.422040938,..,..,..,..,..,..,..,..,3.08999991416931,..,0,0.748222904999039,7391700,100
Hungary,HUN,108.118480061858,..,25.2310968950722,1754955,17.9297210472533,1.3486,6645.69,37087257322300,3789066.83189337,35604160760785.3,3637544.38468476,..,..,6.8037,6.87998980283737,981.423034667969,23.9,11.5,30.6,4.15570020675659,-1.239060531003,28.938,0.133177104564375,6955524,71.062
